Date,Bill No,CustomerName,SalesType,GrossAmt,GST Amt,TotAmt
01/01/2024,1,    ,CARD,172.81,5.19,178
01/01/2024,2,    ,CASH,61.9,3.1,65
01/01/2024,3,    ,CASH,70,0,70
01/01/2024,4,    ,CASH,185,0,185
01/01/2024,5,    ,CASH,76.27,13.73,90
01/01/2024,6,    ,CARD,84.82,10.18,95
01/01/2024,7,    ,CARD,68.95,3.05,72
01/01/2024,8,    ,CARD,37,0,37
01/01/2024,9,    ,CARD,68.47,1.53,70
01/01/2024,10,    ,CASH,247.76,11.24,259
01/01/2024,11,    ,CASH,153,0,153
01/01/2024,12,    ,CASH,122,0,122
01/01/2024,13,    ,CASH,22.71,2.29,25
01/01/2024,14,    ,CARD,12,0,12
01/01/2024,15,    ,CASH,1550.21,17.79,1568
01/01/2024,16,    ,CASH,20,0,20
01/01/2024,17,    ,CASH,25,0,25
01/01/2024,18,    ,CASH,14.46,0.54,15
01/01/2024,19,    ,CASH,52,0,52
01/01/2024,20,    ,CASH,64,0,64
01/01/2024,21,    ,CARD,50,0,50
01/01/2024,22,    ,CARD,68.2,0,68
01/01/2024,23,    ,CASH,95.16,10.64,106
02/01/2024,1,    ,CASH,83.47,1.53,85
02/01/2024,2,    ,SPLIT,128,0,128
02/01/2024,3,    ,CASH,202,0,202
02/01/2024,4,    ,CASH,120,0,120
02/01/2024,5,    ,CARD,262,0,262
02/01/2024,6,    ,CARD,103.63,5.87,110
02/01/2024,7,    ,CASH,107.97,1.53,110
02/01/2024,8,    ,CASH,186.37,7.63,194
02/01/2024,9,    ,CASH,115,0,115
02/01/2024,10,    ,CASH,310,0,310
02/01/2024,11,    ,CASH,53.57,1.43,55
02/01/2024,12,    ,CASH,761.37,9.63,771
02/01/2024,13,    ,CASH,42.86,2.14,45
02/01/2024,14,    ,CASH,55,0,55
02/01/2024,15,    ,CASH,66.2,5.8,72
02/01/2024,16,    ,CASH,41,0,41
03/01/2024,1,    ,CASH,101,0,101
03/01/2024,2,    ,CARD,61,0,61
03/01/2024,3,    ,CASH,46.61,8.39,55
03/01/2024,4,    ,CARD,55,0,55
03/01/2024,5,    ,CASH,60,0,60
03/01/2024,6,    ,SPLIT,96,0,96
03/01/2024,7,    ,CASH,36,0,36
03/01/2024,8,    ,CASH,55,0,55
03/01/2024,9,    ,CASH,96,0,96
03/01/2024,10,    ,CASH,108,0,108
03/01/2024,11,    ,CASH,868.68,14.82,884
03/01/2024,12,    ,CASH,70,0,70
03/01/2024,13,    ,CASH,312.43,8.57,321
03/01/2024,14,    ,CASH,88.84,4.66,94
03/01/2024,15,    ,CASH,40,0,40
04/01/2024,1,    ,CARD,169.49,30.51,200
04/01/2024,2,    ,CASH,107.33,3.67,111
04/01/2024,3,    ,CASH,40.25,0,40
04/01/2024,4,    ,CARD,67.46,8.54,76
04/01/2024,5,    ,CASH,56.93,1.07,58
04/01/2024,6,    ,CASH,133,0,133
04/01/2024,7,    ,CASH,206,0,206
04/01/2024,8,    ,CASH,1109.89,11.61,1122
04/01/2024,9,    ,CASH,207,0,207
04/01/2024,10,    ,CASH,63.56,11.44,75
04/01/2024,11,    ,CASH,166,0,166
04/01/2024,12,    ,CASH,148.88,4.12,153
04/01/2024,13,    ,CASH,140.93,3.07,144
04/01/2024,14,    ,CASH,75,0,75
05/01/2024,1,    ,CASH,119,0,119
05/01/2024,2,    ,CASH,155.92,2.58,159
05/01/2024,3,    ,CASH,156.27,13.73,170
05/01/2024,4,    ,CASH,116.95,3.05,120
05/01/2024,5,    ,CASH,20,0,20
05/01/2024,6,    ,CASH,81,0,81
05/01/2024,7,    ,CASH,108,0,108
05/01/2024,8,    ,CASH,215.37,4.42,220
05/01/2024,9,    ,CARD,125,0,125
05/01/2024,10,    ,CASH,111,0,111
05/01/2024,11,    ,CASH,38,0,38
05/01/2024,12,    ,CASH,912.91,9.09,922
05/01/2024,13,    ,CASH,62,0,62
05/01/2024,14,    ,CASH,171.08,11.72,183
05/01/2024,15,    ,CASH,10,0,10
05/01/2024,16,    ,CASH,113,0,113
05/01/2024,17,    ,CASH,10,0,10
05/01/2024,18,    ,CASH,58.95,3.05,62
05/01/2024,19,    ,CASH,48.47,1.53,50
05/01/2024,20,    ,CARD,77.86,2.14,80
05/01/2024,21,    ,CASH,180.93,4.07,185
06/01/2024,1,    ,CARD,202.05,5.95,208
06/01/2024,2,    ,CARD,124,0,124
06/01/2024,3,    ,CASH,118,0,118
06/01/2024,4,    ,CARD,115.85,9.15,125
06/01/2024,5,    ,CASH,114,0,114
06/01/2024,6,    ,CASH,93.29,6.71,100
06/01/2024,7,    ,CASH,65.81,1.19,67
06/01/2024,8,    ,CASH,79.05,3.95,83
06/01/2024,9,    ,CASH,135.95,4.05,140
06/01/2024,10,    ,CARD,194,0,194
06/01/2024,11,    ,CASH,125,0,125
06/01/2024,12,    ,CARD,167.5,0,168
06/01/2024,13,    ,CASH,182.05,5.95,188
06/01/2024,14,    ,CASH,1286.81,10.69,1298
06/01/2024,15,    ,CASH,28,0,28
06/01/2024,16,    ,CARD,31.19,3.81,35
06/01/2024,17,    ,CASH,36.95,3.05,40
06/01/2024,18,    ,CASH,16.95,3.05,20
06/01/2024,19,    ,CASH,63.54,2.46,66
06/01/2024,20,    ,CASH,31.25,8.75,40
07/01/2024,1,    ,CASH,75.71,2.29,78
07/01/2024,2,    ,CASH,270.61,8.39,279
07/01/2024,3,    ,CARD,770,0,770
07/01/2024,4,    ,CARD,99,0,99
07/01/2024,5,    ,CARD,258.1,12.4,271
07/01/2024,6,    ,CASH,45,0,45
07/01/2024,7,    ,CASH,74,0,74
07/01/2024,8,    ,CASH,80,0,80
07/01/2024,9,    ,SPLIT,142.04,12.96,155
07/01/2024,10,    ,CASH,78.45,3.05,82
07/01/2024,11,    ,CASH,38.14,6.86,45
07/01/2024,12,    ,CASH,50,0,50
07/01/2024,13,    ,CASH,199.49,12.51,212
07/01/2024,14,    ,CARD,66,0,66
07/01/2024,15,    ,CARD,465.82,2.68,469
07/01/2024,16,    ,CARD,89.39,1.61,91
07/01/2024,17,    ,CASH,79.25,0,79
07/01/2024,18,    ,CARD,80,0,80
07/01/2024,19,    ,CASH,75,0,75
07/01/2024,20,    ,CASH,175,0,175
07/01/2024,21,    ,CASH,86,0,86
07/01/2024,22,    ,CASH,1399.09,25.91,1425
07/01/2024,23,    ,CASH,324.24,0.76,325
07/01/2024,24,    ,CARD,131,0,131
07/01/2024,25,    ,CASH,188.25,3.75,192
07/01/2024,26,    ,CASH,62,0,62
07/01/2024,27,    ,CASH,19.52,0.48,20
07/01/2024,28,    ,CASH,50,0,50
07/01/2024,29,    ,CASH,97.86,2.14,100
07/01/2024,30,    ,CASH,35,0,35
07/01/2024,31,    ,CASH,30.54,2.46,33
07/01/2024,32,    ,CASH,60,0,60
08/01/2024,1,    ,CASH,280.05,3.95,284
08/01/2024,2,    ,CASH,66.47,1.53,68
08/01/2024,3,    ,CASH,109,0,109
08/01/2024,4,    ,CASH,43,0,43
08/01/2024,5,    ,CASH,26,0,26
08/01/2024,6,    ,CASH,47.38,1.12,49
08/01/2024,7,    ,CASH,123.5,0,124
08/01/2024,8,    ,CARD,71,0,71
08/01/2024,9,    ,CASH,30,0,30
08/01/2024,10,    ,CASH,119.71,2.29,122
08/01/2024,11,    ,CASH,213.9,2.6,217
08/01/2024,12,    ,SPLIT,220.84,9.16,230
08/01/2024,13,    ,CASH,65,0,65
08/01/2024,14,    ,CASH,960.46,7.04,968
08/01/2024,15,    ,CASH,55.39,0.61,56
08/01/2024,16,    ,CASH,10,0,10
08/01/2024,17,    ,CASH,40,0,40
08/01/2024,18,    ,CASH,10,0,10
08/01/2024,19,    ,CASH,10,0,10
08/01/2024,20,    ,CASH,20,0,20
08/01/2024,21,    ,SPLIT,114.82,10.18,125
08/01/2024,22,    ,CASH,61.33,1.67,63
08/01/2024,23,    ,CASH,271.81,11.19,283
08/01/2024,24,    ,CASH,50.85,9.15,60
09/01/2024,1,    ,CASH,107.52,0.48,108
09/01/2024,2,    ,CASH,112.45,17.55,130
09/01/2024,3,    ,CASH,192,0,192
09/01/2024,4,    ,CARD,58.9,6.1,65
09/01/2024,5,    ,CASH,76,0,76
09/01/2024,6,    ,CARD,95.42,4.58,100
09/01/2024,7,    ,CARD,56.46,0.54,57
09/01/2024,8,    ,CASH,47.57,2.43,50
09/01/2024,9,    ,CASH,140.42,4.58,145
09/01/2024,10,    ,CASH,1589.01,14.99,1604
09/01/2024,11,    ,CASH,170,0,170
09/01/2024,12,    ,CASH,107,0,107
09/01/2024,13,    ,CASH,30,0,30
09/01/2024,14,    ,CASH,40,0,40
09/01/2024,15,    ,CASH,33.93,4.07,38
09/01/2024,16,    ,CASH,215.97,13.03,229
09/01/2024,17,    ,CASH,26.32,2.68,29
09/01/2024,18,    ,CASH,45,0,45
09/01/2024,19,    ,CASH,28.69,1.31,30
10/01/2024,1,    ,CASH,269.95,3.05,273
10/01/2024,2,    ,CASH,192.71,7.29,200
10/01/2024,3,    ,CASH,115.52,2.48,118
10/01/2024,4,    ,SPLIT,124,0,124
10/01/2024,5,    ,CASH,172.59,6.41,179
10/01/2024,6,    ,CASH,104.5,0,105
10/01/2024,7,    ,CASH,551.75,11.75,564
10/01/2024,8,    ,CASH,75,0,75
10/01/2024,9,    ,CASH,25.08,0.92,26
10/01/2024,10,    ,CASH,212.25,3.75,216
10/01/2024,11,    ,CASH,442.77,8.23,451
10/01/2024,12,    ,CASH,10,0,10
10/01/2024,13,    ,CASH,173,0,173
10/01/2024,14,    ,CASH,56,0,56
10/01/2024,15,    ,CASH,35,3,38
10/01/2024,16,    ,CASH,80.39,5.11,86
10/01/2024,17,    ,CASH,222.38,14.62,237
10/01/2024,18,    ,CASH,39.52,0.48,40
10/01/2024,19,    ,CARD,97.5,0,98
10/01/2024,20,    ,CASH,88,0,88
10/01/2024,21,    ,CASH,28,0,28
10/01/2024,22,    ,CASH,21,0,21
10/01/2024,23,    ,CASH,130.9,5.1,136
10/01/2024,24,    ,CASH,100,0,100
10/01/2024,25,    ,CASH,45,0,45
11/01/2024,1,    ,CASH,78,0,78
11/01/2024,2,    ,CASH,125.95,3.05,129
11/01/2024,3,    ,CASH,95.99,4.01,100
11/01/2024,4,    ,CASH,33,0,33
11/01/2024,5,    ,CASH,116.44,6.56,123
11/01/2024,6,    ,CARD,260,0,260
11/01/2024,7,    ,CASH,185,0,185
11/01/2024,8,    ,CASH,78,0,78
11/01/2024,9,    ,CASH,112.65,12.35,125
11/01/2024,10,    ,CASH,79.46,0.54,80
11/01/2024,11,    ,CASH,754.5,0,755
11/01/2024,12,    ,CASH,885,0,885
11/01/2024,13,    ,CASH,114.18,4.82,119
11/01/2024,14,    ,CASH,56,0,56
11/01/2024,15,    ,CASH,44,0,44
11/01/2024,16,    ,CASH,42.37,7.63,50
12/01/2024,1,    ,CASH,71.43,3.57,75
12/01/2024,2,    ,CASH,117.9,2.1,120
12/01/2024,3,    ,CARD,267.8,12.2,280
12/01/2024,4,    ,CASH,54,0,54
12/01/2024,5,    ,CASH,78,0,78
12/01/2024,6,    ,CASH,461.33,14.67,476
12/01/2024,7,    ,CASH,50,0,50
12/01/2024,8,    ,CASH,283.32,2.68,286
12/01/2024,9,    ,CASH,196.34,4.66,201
12/01/2024,10,    ,CASH,1264,19.5,1284
12/01/2024,11,    ,CASH,414.89,22.11,437
12/01/2024,12,    ,CASH,90,0,90
12/01/2024,13,    ,CASH,191.25,8.75,200
13/01/2024,1,    ,CASH,81,0,81
13/01/2024,2,    ,CARD,90,0,90
13/01/2024,3,    ,CASH,1188.09,19.91,1208
13/01/2024,4,    ,CASH,39.24,0.76,40
13/01/2024,5,    ,CASH,405,0,405
13/01/2024,6,    ,CARD,118.85,9.15,128
13/01/2024,7,    ,CASH,77,0,77
13/01/2024,8,    ,CASH,62.38,3.12,66
13/01/2024,9,    ,CASH,91,0,91
13/01/2024,10,    ,CASH,465.54,14.46,480
13/01/2024,11,    ,CASH,229.4,2.6,232
13/01/2024,12,    ,CASH,402,0,402
13/01/2024,13,    ,CASH,454.47,1.53,456
13/01/2024,14,    ,CASH,126.68,7.32,134
13/01/2024,15,    ,CASH,162.42,4.58,167
13/01/2024,16,    ,CASH,145,0,145
13/01/2024,17,    ,CASH,136.75,5.75,143
13/01/2024,18,    ,CASH,269.71,2.29,272
13/01/2024,19,    ,CASH,30,0,30
13/01/2024,20,    ,CASH,110,0,110
13/01/2024,21,    ,CASH,90,0,90
14/01/2024,1,    ,CASH,144,0,144
14/01/2024,2,    ,CASH,205,0,205
14/01/2024,3,    ,CARD,71,0,71
14/01/2024,4,    ,CASH,110.95,3.05,114
14/01/2024,5,    ,CASH,280.55,7.71,288
14/01/2024,6,    ,CASH,50,6,56
14/01/2024,7,    ,CARD,146,0,146
14/01/2024,8,    ,CASH,82.38,3.62,86
14/01/2024,9,    ,CASH,91.42,4.58,96
14/01/2024,10,    ,CASH,168,0,168
14/01/2024,11,    ,CASH,241.5,0,242
14/01/2024,12,    ,CASH,16.95,3.05,20
14/01/2024,13,    ,CASH,166.95,3.05,170
14/01/2024,14,    ,CASH,40,0,40
14/01/2024,15,    ,CARD,262,0,262
14/01/2024,16,    ,CASH,55,0,55
14/01/2024,17,    ,CASH,91,0,91
14/01/2024,18,    ,CARD,50,0,50
14/01/2024,19,    ,CARD,66,0,66
14/01/2024,20,    ,CASH,278.61,9.39,288
14/01/2024,21,    ,CASH,160.85,9.15,170
14/01/2024,22,    ,CASH,593.85,4.15,598
14/01/2024,23,    ,CASH,30,0,30
14/01/2024,24,    ,CASH,30,0,30
14/01/2024,25,    ,CASH,173.9,6.1,180
14/01/2024,26,    ,CASH,30,0,30
14/01/2024,27,    ,CASH,60,0,60
14/01/2024,28,    ,CASH,366,12,378
14/01/2024,29,    ,CASH,40,0,40
14/01/2024,30,    ,CARD,380.3,8.7,389
14/01/2024,31,    ,CASH,20,0,20
15/01/2024,1,    ,CARD,194,0,194
15/01/2024,2,    ,CASH,132.47,1.53,134
15/01/2024,4,    ,CASH,93.32,10.68,104
15/01/2024,5,    ,CASH,217,0,217
15/01/2024,6,    ,CASH,30,0,30
15/01/2024,7,    ,CASH,60.5,2.5,63
15/01/2024,8,    ,CASH,913.64,16.86,931
15/01/2024,9,    ,CASH,100,0,100
15/01/2024,10,    ,CASH,20,0,20
15/01/2024,11,    ,CASH,83,0,83
15/01/2024,12,    ,CASH,156,0,156
16/01/2024,1,    ,CASH,138.21,5.79,144
16/01/2024,2,    ,CASH,78.14,6.86,85
16/01/2024,3,    ,CASH,26,0,26
16/01/2024,4,    ,CASH,65,0,65
16/01/2024,5,    ,CASH,210,0,210
16/01/2024,6,    ,CASH,112,0,112
16/01/2024,7,    ,CASH,99.52,0.48,100
16/01/2024,9,    ,CASH,36.18,3.82,40
16/01/2024,10,    ,CASH,76.19,0.81,77
16/01/2024,11,    ,CASH,104.47,3.53,108
16/01/2024,12,    ,CARD,53,0,53
16/01/2024,13,    ,CASH,618.59,17.91,637
16/01/2024,14,    ,CASH,10,0,10
16/01/2024,15,    ,CASH,25.42,4.58,30
18/01/2024,1,    ,CASH,205,0,205
18/01/2024,2,    ,CASH,58,0,58
18/01/2024,3,    ,CASH,67.47,1.53,69
18/01/2024,4,    ,CARD,124,0,124
18/01/2024,5,    ,CARD,88,0,88
18/01/2024,6,    ,CASH,68,0,68
18/01/2024,7,    ,CASH,86.5,0,87
18/01/2024,8,    ,CASH,56,4,60
18/01/2024,9,    ,CASH,146,0,146
18/01/2024,10,    ,CASH,43.39,5.11,49
18/01/2024,11,    ,CASH,98,0,98
18/01/2024,12,    ,CASH,70,0,70
18/01/2024,13,    ,CASH,84.39,0.61,85
18/01/2024,14,    ,CASH,113.83,2.67,117
18/01/2024,15,    ,CASH,305.31,5.19,311
18/01/2024,16,    ,CASH,35,0,35
18/01/2024,17,    ,CASH,49.39,1.61,51
18/01/2024,18,    ,CASH,97,3,100
18/01/2024,19,    ,CASH,397.89,6.11,404
18/01/2024,20,    ,CASH,88,3,91
18/01/2024,21,    ,CASH,112.93,1.07,114
18/01/2024,22,    ,CASH,74.66,5.34,80
18/01/2024,23,    ,CASH,175.31,13.19,189
18/01/2024,24,    ,CASH,300.28,2.22,303
19/01/2024,1,    ,CASH,70.71,2.29,73
19/01/2024,2,    ,CASH,87,0,87
19/01/2024,3,    ,CASH,96,0,96
19/01/2024,4,    ,CASH,331,0,331
19/01/2024,5,    ,CASH,80,0,80
19/01/2024,6,    ,CASH,39.81,0.69,41
19/01/2024,7,    ,CARD,150,0,150
19/01/2024,8,    ,CASH,153.37,4.42,158
19/01/2024,9,    ,CASH,110,0,110
19/01/2024,10,    ,CASH,60,0,60
19/01/2024,11,    ,CASH,435.45,3.05,439
19/01/2024,12,    ,CASH,101,0,101
19/01/2024,13,    ,CASH,492.66,14.34,507
19/01/2024,14,    ,CASH,113.41,3.59,117
19/01/2024,15,    ,CASH,70,0,70
20/01/2024,1,    ,CASH,68,0,68
20/01/2024,2,    ,CASH,100.5,0,101
20/01/2024,3,    ,CASH,191.57,1.43,193
20/01/2024,4,    ,CASH,235,0,235
20/01/2024,5,    ,CASH,499.06,13.94,513
21/01/2024,1,    ,CASH,142,0,142
21/01/2024,2,    ,CASH,119.05,5.95,125
21/01/2024,3,    ,CASH,78,0,78
21/01/2024,4,    ,CASH,40,0,40
21/01/2024,5,    ,CASH,93.5,0,94
21/01/2024,6,    ,CASH,79.46,0.54,80
21/01/2024,7,    ,CASH,84.41,11.59,96
21/01/2024,8,    ,CASH,112.83,7.17,120
21/01/2024,9,    ,CASH,93.48,6.02,100
21/01/2024,10,    ,CARD,73.56,11.44,85
21/01/2024,11,    ,CASH,63.9,6.1,70
21/01/2024,12,    ,CASH,114.17,5.83,120
21/01/2024,13,    ,CASH,93,0,93
21/01/2024,14,    ,CARD,203.19,3.81,207
21/01/2024,15,    ,CASH,133,0,133
21/01/2024,16,    ,CASH,60,0,60
21/01/2024,17,    ,CASH,142,0,142
21/01/2024,18,    ,CASH,86.34,3.66,90
21/01/2024,19,    ,CARD,157.82,1.68,160
21/01/2024,20,    ,CASH,807.95,13.05,821
21/01/2024,21,    ,CASH,30,0,30
21/01/2024,22,    ,CASH,100.84,9.16,110
21/01/2024,23,    ,CASH,315.47,1.53,317
21/01/2024,24,    ,CASH,30,0,30
24/01/2024,1,    ,CASH,68,0,68
24/01/2024,2,    ,CASH,493.36,2.14,496
24/01/2024,3,    ,CASH,32.14,3.86,36
24/01/2024,4,    ,CASH,22,0,22
25/01/2024,1,    ,CASH,200,0,200
25/01/2024,2,    ,CASH,298.21,10.59,309
25/01/2024,3,    ,CASH,74.93,1.07,76
25/01/2024,4,    ,CARD,410,0,410
25/01/2024,5,    ,CASH,35,0,35
25/01/2024,6,    ,CASH,528.19,15.81,544
25/01/2024,7,    ,CASH,75,0,75
25/01/2024,8,    ,CASH,218,0,218
25/01/2024,9,    ,CASH,87,0,87
25/01/2024,10,    ,CASH,23.81,1.19,25
25/01/2024,11,    ,CASH,50,0,50
25/01/2024,12,    ,CASH,907.76,14.74,923
25/01/2024,13,    ,CARD,101.86,5.64,108
25/01/2024,14,    ,CASH,400.66,9.34,410
25/01/2024,15,    ,CASH,108.47,4.53,113
25/01/2024,16,    ,CASH,30,0,30
25/01/2024,17,    ,CASH,40.5,0,41
26/01/2024,1,    ,CASH,142.5,7.5,150
26/01/2024,2,    ,CASH,313.11,30.89,344
26/01/2024,3,    ,CASH,276.47,28.53,305
26/01/2024,4,    ,CARD,229.86,2.14,232
26/01/2024,5,    ,CASH,102.95,3.05,106
26/01/2024,6,    ,CASH,38.1,1.9,40
26/01/2024,7,    ,CASH,281,0,281
26/01/2024,8,    ,CASH,36,0,36
26/01/2024,9,    ,CASH,61,0,61
26/01/2024,10,    ,CASH,131.19,1.81,133
26/01/2024,11,    ,CASH,168.52,7.48,176
26/01/2024,12,    ,CASH,74.15,2.6,77
26/01/2024,13,    ,CASH,285.77,3.73,290
26/01/2024,14,    ,CASH,114.95,3.05,118
26/01/2024,15,    ,CASH,257.47,1.53,259
26/01/2024,16,    ,CASH,903,0,903
26/01/2024,17,    ,CASH,86,0,86
26/01/2024,18,    ,CASH,300.09,12.91,313
26/01/2024,19,    ,CASH,69,0,69
26/01/2024,20,    ,CASH,332.94,3.06,336
26/01/2024,21,    ,CASH,138,0,138
26/01/2024,22,    ,CASH,303.78,37.22,341
26/01/2024,23,    ,CASH,18.71,2.29,21
26/01/2024,24,    ,CASH,368.95,3.05,372
26/01/2024,25,    ,CASH,80,0,80
26/01/2024,26,    ,CASH,75.5,0,76
26/01/2024,27,    ,CASH,49,0,49
27/01/2024,1,    ,SPLIT,117,0,117
27/01/2024,2,    ,CASH,86.95,3.05,90
27/01/2024,3,    ,CASH,65,0,65
27/01/2024,4,    ,CASH,246.93,1.07,248
27/01/2024,5,    ,CASH,87,0,87
27/01/2024,6,    ,CASH,243,0,243
27/01/2024,7,    ,CARD,101.48,10.52,112
27/01/2024,8,    ,CASH,30,0,30
27/01/2024,9,    ,CASH,81,0,81
27/01/2024,10,    ,CARD,83.38,1.12,85
27/01/2024,11,    ,CASH,100,0,100
27/01/2024,12,    ,CARD,193.5,0,194
27/01/2024,13,    ,CASH,132,2,134
27/01/2024,14,    ,CASH,137.53,11.97,150
27/01/2024,15,    ,CASH,54,0,54
27/01/2024,16,    ,CASH,86,0,86
27/01/2024,17,    ,CASH,82,0,82
27/01/2024,18,    ,CASH,628.6,9.4,638
27/01/2024,19,    ,CASH,118,0,118
27/01/2024,20,    ,CASH,852.79,21.21,874
27/01/2024,21,    ,CASH,68,0,68
27/01/2024,22,    ,CASH,21,0,21
27/01/2024,23,    ,CASH,31,0,31
27/01/2024,24,    ,CASH,30.03,2.97,33
27/01/2024,25,    ,CASH,180,0,180
27/01/2024,26,    ,CASH,126.48,3.52,130
27/01/2024,27,    ,CASH,128,0,128
27/01/2024,28,    ,CASH,10,0,10
28/01/2024,1,    ,CASH,64,0,64
28/01/2024,2,    ,CARD,140,0,140
28/01/2024,3,    ,CASH,118,0,118
28/01/2024,4,    ,CASH,50,0,50
28/01/2024,5,    ,CARD,77.94,3.06,81
28/01/2024,6,    ,CASH,128.93,1.07,130
28/01/2024,7,    ,CASH,65,0,65
28/01/2024,8,    ,CARD,121.95,3.05,125
28/01/2024,9,    ,CASH,30.48,1.52,32
28/01/2024,10,    ,CASH,65,0,65
28/01/2024,11,    ,CASH,83.71,4.29,88
28/01/2024,12,    ,CASH,88,3,91
28/01/2024,13,    ,CASH,220,0,220
28/01/2024,14,    ,CASH,78.11,2.89,81
28/01/2024,15,    ,CASH,63.5,0,64
28/01/2024,16,    ,CARD,102,0,102
28/01/2024,17,    ,CARD,136,0,136
28/01/2024,18,    ,CASH,148,0,148
28/01/2024,19,    ,CASH,88,0,88
28/01/2024,20,    ,CASH,35,0,35
28/01/2024,21,    ,CARD,37,0,37
28/01/2024,22,    ,CARD,80,0,80
28/01/2024,23,    ,CASH,45,0,45
28/01/2024,24,    ,CASH,112.32,1.68,114
28/01/2024,25,    ,CASH,60,0,60
28/01/2024,26,    ,CARD,74.24,0.76,75
28/01/2024,27,    ,CASH,528.08,4.92,533
28/01/2024,28,    ,CASH,109.75,15.25,125
28/01/2024,29,    ,CASH,584.23,20.27,605
28/01/2024,30,    ,CASH,103,0,103
28/01/2024,31,    ,CASH,173.01,12.99,186
28/01/2024,32,    ,CARD,78.95,3.05,82
28/01/2024,33,    ,CASH,90,0,90
28/01/2024,34,    ,CASH,319.12,15.88,335
28/01/2024,35,    ,CASH,37.94,3.06,41
28/01/2024,36,    ,CASH,126,3,129
28/01/2024,37,    ,CARD,61,0,61
28/01/2024,38,    ,CASH,41.25,8.75,50
28/01/2024,39,    ,CASH,13.5,0,14
29/01/2024,1,    ,CASH,244.1,9.9,254
29/01/2024,2,    ,CASH,65,0,65
29/01/2024,3,    ,CASH,123.42,4.58,128
29/01/2024,4,    ,CARD,146,0,146
29/01/2024,5,    ,CASH,96,0,96
29/01/2024,6,    ,CASH,68.47,1.53,70
29/01/2024,7,    ,CASH,280.32,10.68,291
29/01/2024,8,    ,CASH,133.14,6.86,140
29/01/2024,9,    ,CASH,65.47,1.53,67
29/01/2024,10,    ,CASH,31.79,2.21,34
29/01/2024,11,    ,CASH,118,0,118
29/01/2024,12,    ,CASH,96.86,2.14,99
29/01/2024,13,    ,CASH,90.52,0.48,91
29/01/2024,14,    ,CARD,129.45,2.05,132
29/01/2024,15,    ,CARD,56,0,56
29/01/2024,16,    ,CASH,42.86,2.14,45
29/01/2024,17,    ,CASH,50,0,50
29/01/2024,18,    ,CASH,109,0,109
29/01/2024,19,    ,CASH,358.76,8.24,367
29/01/2024,20,    ,CASH,105,0,105
29/01/2024,21,    ,CASH,289.71,2.29,292
29/01/2024,22,    ,CASH,16.95,3.05,20
29/01/2024,23,    ,CASH,130,0,130
29/01/2024,24,    ,CASH,42,0,42
29/01/2024,25,    ,CASH,103.47,1.53,105
29/01/2024,26,    ,CASH,40,0,40
29/01/2024,27,    ,CASH,51.42,4.58,56
29/01/2024,28,    ,CARD,160,0,160
29/01/2024,29,    ,CARD,80,0,80
30/01/2024,1,    ,CASH,153.14,6.86,160
30/01/2024,2,    ,CASH,72.2,5.8,78
30/01/2024,3,    ,CARD,257,0,257
30/01/2024,4,    ,CASH,121.36,10.14,132
30/01/2024,5,    ,CASH,106.95,3.05,110
30/01/2024,6,    ,CASH,117,0,117
30/01/2024,7,    ,CARD,85.42,4.58,90
30/01/2024,8,    ,CASH,102,0,102
30/01/2024,9,    ,CASH,794.95,3.05,798
30/01/2024,10,    ,CASH,339.47,1.53,341
30/01/2024,11,    ,CASH,272.23,13.27,286
30/01/2024,12,    ,CASH,104.22,14.03,118
30/01/2024,13,    ,CASH,147.93,2.07,150
30/01/2024,14,    ,CASH,380.05,28.45,409
30/01/2024,15,    ,CARD,62.71,2.29,65
30/01/2024,16,    ,CASH,53.46,0.54,54
30/01/2024,17,    ,CASH,828.2,25.3,854
30/01/2024,18,    ,CASH,25,0,25
31/01/2024,1,    ,CASH,185.71,9.29,195
31/01/2024,2,    ,CASH,89,0,89
31/01/2024,3,    ,CARD,69.5,0,70
31/01/2024,4,    ,CASH,108.93,1.07,110
31/01/2024,5,    ,CARD,278,0,278
31/01/2024,6,    ,CASH,78.39,5.11,84
31/01/2024,7,    ,CARD,108,0,108
31/01/2024,8,    ,CASH,120,0,120
31/01/2024,9,    ,CASH,220.25,0,220
31/01/2024,10,    ,CASH,729.19,3.81,733
31/01/2024,11,    ,CASH,65,0,65
31/01/2024,12,    ,CARD,30,0,30
31/01/2024,13,    ,CASH,431.8,5.2,437
31/01/2024,14,    ,CARD,201.27,31.73,233
31/01/2024,15,    ,CASH,11.86,2.14,14
31/01/2024,16,    ,CASH,386.24,0.76,387
31/01/2024,17,    ,CASH,352.32,7.68,360
31/01/2024,18,    ,CASH,41,0,41
31/01/2024,19,    ,CASH,4.46,0.54,5
31/01/2024,20,    ,CASH,50,0,50
31/01/2024,21,    ,CASH,80.5,0,81
01/02/2024,1,    ,CASH,65,0,65
01/02/2024,2,    ,CARD,122,0,122
01/02/2024,3,    ,CASH,111.86,5.14,117
01/02/2024,4,    ,CASH,100,0,100
01/02/2024,5,    ,CASH,35,0,35
01/02/2024,6,    ,CASH,58,0,58
01/02/2024,7,    ,CASH,44,0,44
01/02/2024,8,    ,CASH,78,0,78
01/02/2024,9,    ,CASH,267.54,13.96,282
01/02/2024,10,    ,CASH,175.24,8.76,184
01/02/2024,11,    ,CARD,171,0,171
01/02/2024,12,    ,CASH,71,0,71
01/02/2024,13,    ,CASH,870.54,6.46,877
