Date,Bill No,CustomerName,SalesType,GrossAmt,GST Amt,TotAmt
14/02/2025,6,    ,CASH,1027.44,36.06,1064
14/02/2025,7,    ,CASH,244,0,244
14/02/2025,8,    ,CASH,90,0,90
15/02/2025,1,    ,CASH,108.47,1.53,110
15/02/2025,2,    ,CASH,70,0,70
15/02/2025,3,    ,CASH,67.86,2.14,70
15/02/2025,4,    ,CASH,127.14,12.86,140
15/02/2025,5,    ,CASH,145,0,145
15/02/2025,6,    ,CASH,401.12,14.88,416
15/02/2025,7,    ,CASH,164.47,1.53,166
15/02/2025,8,    ,CASH,70,0,70
15/02/2025,9,    ,CASH,439.45,3.05,443
15/02/2025,10,    ,CASH,425,0,425
15/02/2025,11,    ,CARD,146.37,7.63,154
16/02/2025,1,    ,CASH,73.39,1.61,75
16/02/2025,2,    ,CASH,255.47,1.53,257
16/02/2025,3,    ,CASH,146,0,146
16/02/2025,4,    ,CASH,136.28,5.72,142
16/02/2025,5,    ,CASH,97.52,6.48,104
16/02/2025,6,    ,CASH,339.75,9.25,349
16/02/2025,7,    ,CASH,409.32,73.68,483
16/02/2025,8,    ,CASH,1639.69,48.31,1688
16/02/2025,9,    ,CASH,446.6,13.9,461
16/02/2025,10,    ,CASH,80.48,3.02,84
16/02/2025,11,    ,CASH,45,0,45
17/02/2025,1,    ,CASH,144.08,14.42,159
17/02/2025,2,    ,CASH,122.71,2.29,125
17/02/2025,3,    ,CARD,173,0,173
17/02/2025,4,    ,CASH,451.4,7.6,459
17/02/2025,5,    ,CASH,104.54,0.46,105
17/02/2025,6,    ,CASH,168.47,1.53,170
17/02/2025,7,    ,SPLIT,183.62,4.38,188
17/02/2025,8,    ,CASH,30,0,30
18/02/2025,1,    ,CASH,124.5,0,125
18/02/2025,2,    ,CASH,86,0,86
18/02/2025,3,    ,CARD,193.47,1.53,195
18/02/2025,4,    ,CASH,1151.04,24.46,1176
18/02/2025,5,    ,CASH,377,0,377
19/02/2025,1,    ,CASH,85,0,85
19/02/2025,2,    ,CARD,108.53,2.97,112
20/02/2025,1,    ,CASH,90,0,90
20/02/2025,2,    ,CASH,78,0,78
20/02/2025,3,    ,CASH,156.89,6.11,163
20/02/2025,4,    ,CARD,55,0,55
20/02/2025,5,    ,CASH,258.81,4.19,263
20/02/2025,6,    ,CASH,1386.74,34.26,1421
20/02/2025,7,    ,CASH,351,0,351
21/02/2025,1,    ,CASH,160,0,160
21/02/2025,2,    ,CASH,122.62,2.38,125
21/02/2025,3,    ,CASH,498.65,17.35,516
21/02/2025,4,    ,CASH,35.71,0.29,36
21/02/2025,5,    ,CASH,54,0,54
21/02/2025,6,    ,CASH,44,0,44
21/02/2025,7,    ,CASH,495.99,11.01,507
21/02/2025,8,    ,CASH,120.81,1.19,122
21/02/2025,9,    ,CASH,609.45,14.55,624
21/02/2025,10,    ,CASH,317.66,5.34,323
22/02/2025,1,    ,CASH,48.95,3.05,52
22/02/2025,2,    ,CASH,190.95,3.05,194
22/02/2025,3,    ,CASH,160.71,2.29,163
22/02/2025,4,    ,CASH,54,0,54
22/02/2025,5,    ,CASH,56,0,56
22/02/2025,6,    ,CASH,107.63,19.37,127
22/02/2025,7,    ,CASH,83.47,1.53,85
22/02/2025,8,    ,CASH,773.78,52.72,827
22/02/2025,9,    ,CASH,364.05,4.95,369
22/02/2025,10,    ,CASH,429.36,9.64,439
23/02/2025,1,    ,CASH,140.36,9.64,150
23/02/2025,2,    ,CARD,121.19,3.81,125
23/02/2025,3,    ,CASH,229.41,15.59,245
23/02/2025,4,    ,CASH,247.98,2.02,250
23/02/2025,5,    ,CARD,196.15,3.85,200
23/02/2025,6,    ,CASH,482.93,12.07,495
23/02/2025,7,    ,CASH,765.59,38.91,805
23/02/2025,8,    ,CASH,530.59,7.41,538
23/02/2025,9,    ,CASH,215.28,6.72,222
23/02/2025,10,    ,CASH,126.71,2.29,129
23/02/2025,11,    ,CASH,122.47,1.53,124
23/02/2025,12,    ,CASH,293.71,8.29,302
23/02/2025,13,    ,CARD,120,0,120
23/02/2025,14,    ,CASH,334,0,334
24/02/2025,1,    ,SPLIT,100,0,100
24/02/2025,2,    ,SPLIT,110,0,110
24/02/2025,3,    ,CARD,80.76,9.24,90
24/02/2025,4,    ,SPLIT,120,0,120
24/02/2025,5,    ,CASH,106.1,3.9,110
24/02/2025,6,    ,CASH,168,0,168
24/02/2025,7,    ,CASH,75,0,75
24/02/2025,8,    ,CASH,592.7,12.3,605
24/02/2025,9,    ,CASH,168,0,168
25/02/2025,1,    ,SPLIT,127.05,0.95,128
25/02/2025,2,    ,CASH,372.05,10.95,383
25/02/2025,3,    ,SPLIT,196.44,33.56,230
25/02/2025,4,    ,SPLIT,145.16,3.84,149
25/02/2025,5,    ,CASH,123.64,2.36,126
25/02/2025,6,    ,CASH,60,0,60
25/02/2025,7,    ,CASH,893.43,40.57,934
25/02/2025,8,    ,SPLIT,567.5,0,568
26/02/2025,1,    ,SPLIT,128.47,3.53,132
26/02/2025,2,    ,CASH,176.05,0.95,177
26/02/2025,3,    ,CARD,106.61,8.39,115
26/02/2025,4,    ,CASH,44.31,6.19,51
26/02/2025,5,    ,CARD,199.91,15.09,215
26/02/2025,6,    ,CASH,112,0,112
26/02/2025,7,    ,CASH,144.64,12.36,157
26/02/2025,8,    ,CASH,82.95,3.05,86
26/02/2025,9,    ,CASH,913.88,27.12,941
26/02/2025,10,    ,CASH,272.95,3.05,276
26/02/2025,11,    ,CARD,45,0,45
27/02/2025,1,    ,SPLIT,205.47,1.53,207
27/02/2025,2,    ,SPLIT,200,0,200
27/02/2025,3,    ,CARD,78.63,1.37,80
27/02/2025,4,    ,CASH,132.79,12.21,145
27/02/2025,5,    ,CASH,117.14,2.36,120
27/02/2025,6,    ,CASH,144.05,0.45,145
27/02/2025,7,    ,CASH,90,0,90
27/02/2025,8,    ,CASH,949.3,18.7,968
27/02/2025,9,    ,CASH,400,0,400
28/02/2025,1,    ,CASH,120.95,3.05,124
28/02/2025,2,    ,CASH,87.46,3.54,91
28/02/2025,3,    ,CASH,24,0,24
28/02/2025,4,    ,CASH,59,0,59
28/02/2025,5,    ,CASH,62.95,3.05,66
28/02/2025,6,    ,CASH,1228.64,27.86,1257
28/02/2025,7,    ,CASH,340,0,340
28/02/2025,8,    ,CARD,75,0,75
28/02/2025,9,    ,CASH,35.62,4.38,40
01/03/2025,1,    ,CASH,151,0,151
01/03/2025,2,    ,CASH,90.95,3.05,94
01/03/2025,3,    ,CASH,116.54,0.46,117
01/03/2025,4,    ,CASH,959.64,43.36,1003
01/03/2025,5,    ,CASH,370.36,9.64,380
02/03/2025,1,    ,CASH,194,0,194
02/03/2025,2,    ,CASH,117.1,1.9,119
02/03/2025,3,    ,CASH,82.81,1.19,84
02/03/2025,4,    ,CASH,100,0,100
02/03/2025,5,    ,CASH,124.52,0.48,125
02/03/2025,6,    ,CARD,178.09,3.91,182
02/03/2025,7,    ,CARD,107.71,2.29,110
02/03/2025,8,    ,CASH,100,0,100
02/03/2025,9,    ,CASH,89,0,89
02/03/2025,10,    ,CASH,473.3,17.7,491
02/03/2025,11,    ,CASH,926.28,44.72,971
02/03/2025,12,    ,CASH,78,0,78
02/03/2025,13,    ,CASH,682,0,682
03/03/2025,1,    ,CASH,20,0,20
03/03/2025,2,    ,CASH,80.84,4.66,86
03/03/2025,3,    ,CASH,64,0,64
03/03/2025,4,    ,CASH,67.5,0,68
03/03/2025,5,    ,CASH,862.05,7.95,870
03/03/2025,6,    ,CASH,144.88,4.12,149
03/03/2025,7,    ,CASH,170.47,3.53,174
03/03/2025,8,    ,CASH,451.54,13.46,465
03/03/2025,9,    ,CASH,476.93,12.07,489
03/03/2025,10,    ,CASH,668.83,23.17,692
03/03/2025,11,    ,CARD,126.76,1.24,128
03/03/2025,12,    ,CASH,287.01,14.49,302
03/03/2025,13,    ,CASH,30,0,30
04/03/2025,1,    ,CASH,168,0,168
04/03/2025,2,    ,CASH,158.47,1.53,160
04/03/2025,3,    ,SPLIT,71,0,71
04/03/2025,4,    ,CASH,115.9,6.1,122
04/03/2025,5,    ,CASH,169,0,169
04/03/2025,6,    ,CASH,93,0,93
04/03/2025,7,    ,CASH,92.86,2.14,95
04/03/2025,8,    ,CASH,40,0,40
04/03/2025,9,    ,CASH,858.28,15.47,874
04/03/2025,10,    ,CASH,409.65,4.35,414
04/03/2025,11,    ,CASH,630.59,16.41,647
04/03/2025,12,    ,CASH,194.95,3.05,198
05/03/2025,1,    ,CASH,130,0,130
05/03/2025,2,    ,SPLIT,147.47,1.53,149
05/03/2025,3,    ,CARD,138.92,17.08,156
05/03/2025,4,    ,SPLIT,254,0,254
05/03/2025,5,    ,CASH,136,0,136
05/03/2025,6,    ,CASH,104.66,5.34,110
05/03/2025,7,    ,CASH,540.94,5.06,546
05/03/2025,8,    ,CASH,417.34,26.16,444
05/03/2025,9,    ,CASH,121.47,1.53,123
05/03/2025,10,    ,CASH,63,0,63
05/03/2025,11,    ,CARD,60,0,60
05/03/2025,12,    ,CASH,506.4,12.6,519
05/03/2025,13,    ,CARD,461.75,15.25,477
05/03/2025,14,    ,CASH,782.18,25.82,808
05/03/2025,15,    ,CASH,370.93,1.07,372
06/03/2025,1,    ,CASH,133.47,1.53,135
06/03/2025,2,    ,CARD,323.57,3.43,327
06/03/2025,3,    ,CARD,106,0,106
06/03/2025,4,    ,CASH,358.17,19.83,378
06/03/2025,5,    ,CASH,100,0,100
06/03/2025,6,    ,CASH,100,0,100
06/03/2025,7,    ,CASH,214.48,6.02,221
06/03/2025,8,    ,CASH,160.89,12.11,173
06/03/2025,9,    ,CASH,236,0,236
06/03/2025,10,    ,CASH,192,0,192
06/03/2025,11,    ,CASH,675.28,36.72,712
06/03/2025,12,    ,CASH,96.53,2.97,100
06/03/2025,13,    ,CASH,262,0,262
06/03/2025,14,    ,CASH,81.62,2.38,84
06/03/2025,15,    ,CASH,102,0,102
06/03/2025,16,    ,CASH,51,0,51
06/03/2025,17,    ,CASH,1567.87,139.13,1707
06/03/2025,18,    ,CASH,252.36,7.64,260
06/03/2025,19,    ,CASH,676.86,22.64,700
06/03/2025,20,    ,CASH,476.12,23.88,500
06/03/2025,21,    ,CASH,343.5,5.5,349
06/03/2025,22,    ,CASH,504,0,504
07/03/2025,1,    ,CASH,100,0,100
07/03/2025,2,    ,SPLIT,128,0,128
07/03/2025,3,    ,CASH,100,0,100
07/03/2025,4,    ,CASH,133.93,1.07,135
07/03/2025,5,    ,CARD,134.52,4.48,139
07/03/2025,6,    ,CASH,198.47,1.53,200
07/03/2025,7,    ,CASH,225.62,4.38,230
07/03/2025,8,    ,CASH,46.95,3.05,50
07/03/2025,9,    ,CARD,300,0,300
07/03/2025,10,    ,CASH,78.42,6.58,85
07/03/2025,11,    ,CASH,95,0,95
07/03/2025,12,    ,CASH,178.68,6.82,186
07/03/2025,13,    ,CASH,20,0,20
07/03/2025,14,    ,CASH,62,0,62
07/03/2025,15,    ,CASH,667.25,29.75,697
07/03/2025,16,    ,CASH,580.76,16.24,597
07/03/2025,17,    ,CASH,545,0,545
07/03/2025,18,    ,CARD,140,0,140
07/03/2025,19,    ,CASH,28,0,28
08/03/2025,1,    ,CASH,144,0,144
08/03/2025,2,    ,CASH,75,0,75
08/03/2025,3,    ,CASH,63.14,11.36,75
08/03/2025,4,    ,CASH,58,0,58
08/03/2025,5,    ,CARD,125,0,125
08/03/2025,6,    ,CASH,98.95,3.05,102
08/03/2025,7,    ,CASH,54,0,54
08/03/2025,8,    ,CASH,98.47,1.53,100
08/03/2025,9,    ,CASH,121.78,14.72,137
08/03/2025,10,    ,CASH,55.46,0.54,56
08/03/2025,11,    ,CASH,1471.28,44.72,1516
08/03/2025,12,    ,CASH,516.82,6.68,524
08/03/2025,13,    ,CASH,486,0,486
09/03/2025,1,    ,SPLIT,320.19,18.81,339
09/03/2025,2,    ,CASH,109.52,4.48,114
09/03/2025,3,    ,CASH,66.95,3.05,70
09/03/2025,4,    ,CARD,270.81,5.19,276
09/03/2025,5,    ,CASH,146.94,3.06,150
09/03/2025,6,    ,SPLIT,215.32,10.68,226
09/03/2025,7,    ,CASH,68.48,0.52,69
09/03/2025,8,    ,CASH,332.38,5.62,338
09/03/2025,9,    ,CASH,109.67,1.33,111
09/03/2025,10,    ,CASH,175.37,7.63,183
09/03/2025,11,    ,CASH,397.49,12.51,410
09/03/2025,12,    ,CASH,697.08,17.92,715
09/03/2025,13,    ,CASH,293.77,11.23,305
09/03/2025,14,    ,CASH,717.47,1.53,719
09/03/2025,15,    ,CASH,117.47,1.53,119
09/03/2025,16,    ,CASH,919.47,1.53,921
09/03/2025,17,    ,CASH,68.04,6.96,75
10/03/2025,1,    ,SPLIT,180.5,0,181
10/03/2025,2,    ,SPLIT,238,0,238
10/03/2025,3,    ,SPLIT,153.14,2.86,156
10/03/2025,4,    ,CASH,64,0,64
10/03/2025,5,    ,CASH,240.51,3.49,244
10/03/2025,6,    ,CASH,203.23,5.77,209
10/03/2025,7,    ,CASH,26.79,3.21,30
10/03/2025,8,    ,CASH,347.95,7.55,356
10/03/2025,9,    ,CASH,442.04,16.96,459
10/03/2025,10,    ,CASH,45,0,45
10/03/2025,11,    ,CASH,543.34,13.66,557
10/03/2025,12,    ,CASH,859,0,859
10/03/2025,13,    ,CASH,24,0,24
10/03/2025,14,    ,CASH,35.59,6.41,42
11/03/2025,1,    ,CASH,180,0,180
11/03/2025,2,    ,CASH,103,0,103
11/03/2025,3,    ,CARD,76,0,76
11/03/2025,4,    ,CARD,106.53,2.97,110
11/03/2025,5,    ,CASH,85.95,3.05,89
11/03/2025,6,    ,CASH,105,0,105
11/03/2025,7,    ,CASH,30,0,30
11/03/2025,8,    ,CARD,166.62,2.38,169
11/03/2025,9,    ,CASH,147.03,7.47,155
11/03/2025,10,    ,CASH,96.5,0,97
11/03/2025,11,    ,CARD,115.95,3.05,119
11/03/2025,12,    ,CASH,1049.52,23.98,1074
11/03/2025,13,    ,CASH,551.1,1.9,553
11/03/2025,14,    ,CASH,44,0,44
12/03/2025,1,    ,SPLIT,177.8,12.2,190
12/03/2025,2,    ,CASH,274.13,10.37,285
12/03/2025,3,    ,CASH,148,0,148
12/03/2025,4,    ,CASH,427,0,427
12/03/2025,5,    ,CASH,154.19,1.81,156
12/03/2025,6,    ,CASH,234.57,4.43,239
12/03/2025,7,    ,CASH,171.95,3.05,175
12/03/2025,8,    ,CASH,1258.21,29.06,1287
12/03/2025,9,    ,CASH,1020.75,12.75,1034
12/03/2025,10,    ,CASH,15.62,4.38,20
13/03/2025,1,    ,SPLIT,222.81,1.19,224
13/03/2025,2,    ,CARD,57,0,57
13/03/2025,3,    ,CASH,88,0,88
13/03/2025,4,    ,CASH,194.27,13.73,208
13/03/2025,5,    ,CASH,102.47,1.53,104
13/03/2025,6,    ,CARD,189.28,10.72,200
13/03/2025,7,    ,CASH,71,0,71
13/03/2025,8,    ,CARD,111.94,3.06,115
13/03/2025,9,    ,CASH,79.24,1.76,81
13/03/2025,10,    ,CASH,168,0,168
13/03/2025,11,    ,CASH,76.59,6.41,83
13/03/2025,12,    ,CASH,68,0,68
13/03/2025,13,    ,CASH,117.47,1.53,119
13/03/2025,14,    ,CARD,165.86,20.14,186
13/03/2025,15,    ,CASH,427.15,12.85,440
13/03/2025,16,    ,CASH,164.86,2.14,167
13/03/2025,17,    ,CASH,304.93,10.07,315
13/03/2025,18,    ,CARD,101.9,6.1,108
13/03/2025,19,    ,CASH,367.54,9.46,377
13/03/2025,20,    ,SPLIT,234,0,234
14/03/2025,1,    ,CASH,136.23,6.27,143
14/03/2025,2,    ,CASH,87.38,7.12,95
14/03/2025,3,    ,CASH,108,0,108
14/03/2025,4,    ,CARD,380,0,380
14/03/2025,5,    ,CASH,100,0,100
14/03/2025,6,    ,CARD,149,0,149
14/03/2025,7,    ,CASH,51.95,3.05,55
14/03/2025,8,    ,CASH,111.19,1.81,113
14/03/2025,9,    ,CASH,105,0,105
14/03/2025,10,    ,CASH,1213.87,31.13,1245
14/03/2025,11,    ,CASH,39,0,39
14/03/2025,12,    ,CASH,80.52,0.48,81
14/03/2025,13,    ,CASH,502,0,502
14/03/2025,14,    ,CASH,30,0,30
15/03/2025,1,    ,CASH,86.95,3.05,90
15/03/2025,2,    ,CARD,227.52,2.48,230
15/03/2025,3,    ,CASH,100,0,100
15/03/2025,4,    ,CASH,191.52,4.48,196
15/03/2025,5,    ,CARD,75.47,1.53,77
15/03/2025,6,    ,CASH,87.66,5.34,93
15/03/2025,7,    ,CARD,119.24,0.76,120
15/03/2025,8,    ,CASH,109.47,1.53,111
15/03/2025,9,    ,CASH,315.23,8.77,324
15/03/2025,10,    ,CASH,1561.02,64.98,1626
15/03/2025,11,    ,CASH,81,0,81
15/03/2025,12,    ,SPLIT,808.9,5.1,814
15/03/2025,14,    ,CASH,205,0,205
16/03/2025,1,    ,CASH,99,0,99
16/03/2025,2,    ,CASH,95,0,95
16/03/2025,3,    ,CASH,60,0,60
16/03/2025,4,    ,CASH,118.64,21.36,140
16/03/2025,5,    ,CARD,60.62,4.38,65
16/03/2025,6,    ,CASH,114.52,4.48,119
16/03/2025,7,    ,CASH,141.49,8.01,150
16/03/2025,8,    ,CASH,319.2,28.3,348
16/03/2025,9,    ,CASH,378.92,11.08,390
16/03/2025,10,    ,CASH,107.5,2.5,110
16/03/2025,11,    ,CASH,34.93,1.07,36
16/03/2025,12,    ,CASH,62.52,2.48,65
16/03/2025,13,    ,CASH,85,0,85
16/03/2025,14,    ,CASH,145.81,8.19,154
16/03/2025,15,    ,CASH,54,0,54
16/03/2025,16,    ,CASH,337.19,3.81,341
16/03/2025,17,    ,CASH,95.97,1.53,98
16/03/2025,18,    ,CASH,504.67,25.33,530
16/03/2025,19,    ,CASH,502.49,6.01,509
16/03/2025,20,    ,CASH,576,0,576
16/03/2025,21,    ,CASH,199.74,0.76,201
16/03/2025,22,    ,CASH,24,0,24
17/03/2025,1,    ,CARD,264.49,12.51,277
17/03/2025,2,    ,SPLIT,75.08,9.92,85
17/03/2025,3,    ,CASH,166,0,166
17/03/2025,4,    ,CASH,114,0,114
17/03/2025,5,    ,CARD,205.73,13.27,219
17/03/2025,6,    ,CASH,112.47,1.53,114
17/03/2025,7,    ,CASH,96.71,2.29,99
17/03/2025,8,    ,CASH,115.71,2.29,118
17/03/2025,9,    ,SPLIT,153,0,153
17/03/2025,10,    ,CASH,39,0,39
17/03/2025,11,    ,CASH,612.72,12.78,626
17/03/2025,12,    ,CASH,166.47,1.53,168
17/03/2025,13,    ,CASH,1226.05,16.95,1243
17/03/2025,14,    ,CASH,83.47,1.53,85
17/03/2025,15,    ,CASH,513.5,7.5,521
17/03/2025,16,    ,CASH,57,0,57
18/03/2025,1,    ,SPLIT,208.3,8.7,217
18/03/2025,2,    ,CASH,109.5,0,110
18/03/2025,3,    ,CASH,433,0,433
18/03/2025,4,    ,CARD,120,0,120
18/03/2025,5,    ,CASH,97,0,97
18/03/2025,6,    ,CASH,80.5,0,81
18/03/2025,7,    ,CASH,200,0,200
18/03/2025,8,    ,CASH,89.52,4.48,94
18/03/2025,9,    ,CASH,56,0,56
18/03/2025,10,    ,CASH,215,0,215
18/03/2025,11,    ,CARD,241.85,9.15,251
18/03/2025,13,    ,CASH,192.97,1.53,195
18/03/2025,14,    ,CASH,175,0,175
18/03/2025,15,    ,CASH,140.27,9.73,150
18/03/2025,16,    ,CASH,1505.22,11.78,1517
18/03/2025,17,    ,CASH,810.98,6.52,818
18/03/2025,18,    ,CASH,58.47,1.53,60
19/03/2025,1,    ,CASH,193.12,2.38,196
19/03/2025,2,    ,CARD,388.05,0.95,389
19/03/2025,3,    ,CASH,134.46,0.54,135
19/03/2025,4,    ,CASH,152,0,152
19/03/2025,5,    ,CARD,98,0,98
19/03/2025,6,    ,CASH,77.04,0.96,78
19/03/2025,7,    ,CASH,136,0,136
19/03/2025,8,    ,CASH,144.95,5.05,150
19/03/2025,9,    ,CASH,43.47,1.53,45
19/03/2025,10,    ,CASH,1126.99,38.76,1166
19/03/2025,11,    ,CASH,566,0,566
19/03/2025,12,    ,CASH,60.96,0.54,62
19/03/2025,13,    ,CASH,200,0,200
20/03/2025,1,    ,SPLIT,147.57,1.43,149
20/03/2025,2,    ,CASH,124.94,3.06,128
20/03/2025,3,    ,CASH,84,0,84
20/03/2025,4,    ,SPLIT,47.32,2.68,50
20/03/2025,5,    ,CASH,126.95,3.05,130
20/03/2025,6,    ,CASH,100,0,100
20/03/2025,7,    ,CASH,79.83,7.17,87
20/03/2025,8,    ,CASH,84,0,84
20/03/2025,9,    ,CASH,101.71,2.29,104
20/03/2025,10,    ,CASH,75,0,75
20/03/2025,11,    ,CASH,86.19,1.81,88
20/03/2025,12,    ,CASH,96.47,1.53,98
20/03/2025,13,    ,CASH,146,0,146
20/03/2025,14,    ,CASH,45,0,45
20/03/2025,15,    ,CASH,48.47,1.53,50
20/03/2025,16,    ,CASH,1261.68,21.32,1283
20/03/2025,17,    ,CASH,734.89,7.11,742
20/03/2025,18,    ,SPLIT,173.47,1.53,175
20/03/2025,19,    ,CARD,229.46,0.54,230
21/03/2025,1,    ,CASH,102.4,2.6,105
21/03/2025,2,    ,CASH,96.95,3.05,100
21/03/2025,3,    ,CASH,106.47,1.53,108
21/03/2025,4,    ,CASH,138.14,6.86,145
21/03/2025,5,    ,CASH,206.27,13.73,220
21/03/2025,6,    ,CASH,164.52,0.48,165
21/03/2025,7,    ,CASH,1501.34,29.16,1531
21/03/2025,8,    ,CASH,558.52,4.48,563
21/03/2025,9,    ,SPLIT,75,0,75
21/03/2025,10,    ,CARD,17.86,2.14,20
21/03/2025,11,    ,CASH,169.5,30.5,200
22/03/2025,1,    ,SPLIT,256.47,1.53,258
22/03/2025,2,    ,SPLIT,128.52,0.48,129
22/03/2025,3,    ,CASH,351.5,0,352
22/03/2025,4,    ,CASH,238.99,2.01,241
22/03/2025,5,    ,CASH,38.47,1.53,40
22/03/2025,6,    ,CASH,43.47,1.53,45
22/03/2025,7,    ,CASH,159,0,159
22/03/2025,8,    ,CASH,118.51,6.49,125
22/03/2025,9,    ,CASH,319.33,5.67,325
22/03/2025,10,    ,CASH,106.95,3.05,110
22/03/2025,11,    ,CARD,141.97,14.03,156
22/03/2025,12,    ,CASH,85.52,0.48,86
22/03/2025,13,    ,CASH,715.04,14.96,730
22/03/2025,14,    ,CASH,908,0,908
22/03/2025,15,    ,CASH,762.52,0.48,763
22/03/2025,16,    ,CASH,30,0,30
22/03/2025,17,    ,CASH,70,0,70
22/03/2025,19,    ,CASH,38.47,1.53,40
22/03/2025,20,    ,CARD,89.52,4.48,94
23/03/2025,1,    ,CASH,220.9,6.1,227
23/03/2025,2,    ,SPLIT,187.9,6.1,194
23/03/2025,3,    ,CASH,207,0,207
23/03/2025,4,    ,CASH,142.16,19.84,162
23/03/2025,5,    ,CASH,97.99,2.01,100
23/03/2025,6,    ,CASH,46,0,46
23/03/2025,7,    ,CASH,284.52,4.48,289
23/03/2025,8,    ,CASH,148.47,1.53,150
23/03/2025,9,    ,CASH,57.14,2.86,60
23/03/2025,10,    ,CASH,248.19,1.81,250
23/03/2025,11,    ,CASH,168.93,1.07,170
23/03/2025,12,    ,CASH,146.19,5.81,152
23/03/2025,13,    ,CASH,74,0,74
23/03/2025,14,    ,CASH,94.05,0.95,95
23/03/2025,15,    ,CASH,41.93,1.07,43
23/03/2025,16,    ,CASH,752.51,10.49,763
23/03/2025,17,    ,CASH,254.1,20.9,275
23/03/2025,18,    ,CASH,102,0,102
23/03/2025,19,    ,CASH,818.46,13.54,832
23/03/2025,20,    ,CASH,141,0,141
23/03/2025,21,    ,CASH,677.9,30.6,709
23/03/2025,22,    ,CASH,748,0,748
24/03/2025,1,    ,CARD,124,0,124
24/03/2025,2,    ,CASH,168.97,1.53,171
24/03/2025,3,    ,CARD,80.95,4.05,85
24/03/2025,4,    ,CASH,230.5,0,231
24/03/2025,5,    ,CASH,195.76,2.24,198
24/03/2025,6,    ,CASH,79,0,79
24/03/2025,7,    ,CASH,89.52,4.48,94
24/03/2025,8,    ,CASH,1072.89,15.11,1088
24/03/2025,9,    ,CASH,561.69,29.31,591
24/03/2025,10,    ,CASH,627.41,10.59,638
24/03/2025,11,    ,CASH,206.27,13.73,220
25/03/2025,1,    ,SPLIT,178.73,4.27,183
25/03/2025,2,    ,CARD,192,0,192
25/03/2025,3,    ,CASH,202,0,202
25/03/2025,4,    ,CASH,205,0,205
25/03/2025,5,    ,CARD,128,0,128
25/03/2025,6,    ,CASH,188.1,1.9,190
25/03/2025,7,    ,CASH,8.47,1.53,10
25/03/2025,8,    ,CASH,100,0,100
25/03/2025,9,    ,CASH,165,0,165
25/03/2025,10,    ,CASH,856.32,19.68,876
25/03/2025,11,    ,CASH,112.29,6.71,119
25/03/2025,12,    ,CASH,642.32,10.68,653
25/03/2025,13,    ,CASH,61.94,3.06,65
25/03/2025,14,    ,CARD,81.19,3.81,85
25/03/2025,15,    ,CASH,70.95,3.05,74
25/03/2025,16,    ,CASH,876.88,43.12,920
25/03/2025,17,    ,CASH,126.27,13.73,140
25/03/2025,18,    ,CASH,61,0,61
25/03/2025,19,    ,CASH,44,0,44
26/03/2025,1,    ,CASH,409.52,4.48,414
26/03/2025,2,    ,CASH,404.52,4.48,409
26/03/2025,3,    ,CASH,111.19,3.81,115
26/03/2025,4,    ,CASH,104.18,3.82,108
26/03/2025,5,    ,CASH,200,0,200
26/03/2025,6,    ,CASH,102.13,6.87,109
26/03/2025,7,    ,CASH,872.98,10.52,884
26/03/2025,8,    ,CASH,1224.47,38.28,1263
26/03/2025,9,    ,CASH,108,0,108
26/03/2025,10,    ,CASH,55,0,55
26/03/2025,11,    ,CASH,764.85,9.15,774
26/03/2025,12,    ,CASH,75,0,75
26/03/2025,13,    ,CASH,145.62,4.38,150
27/03/2025,1,    ,CASH,263.99,6.01,270
27/03/2025,2,    ,CASH,147.14,2.86,150
27/03/2025,3,    ,CARD,176.19,3.81,180
27/03/2025,4,    ,CASH,93.47,1.53,95
27/03/2025,5,    ,CASH,175,0,175
27/03/2025,6,    ,CASH,99,0,99
27/03/2025,7,    ,CASH,57,0,57
27/03/2025,8,    ,CASH,145,0,145
27/03/2025,9,    ,CASH,83.47,1.53,85
27/03/2025,10,    ,CASH,253.81,5.19,259
27/03/2025,11,    ,CASH,612.75,12.25,625
27/03/2025,12,    ,CASH,68.47,1.53,70
27/03/2025,13,    ,CASH,141.5,0,142
27/03/2025,14,    ,CASH,356.81,10.69,368
27/03/2025,15,    ,CASH,450.03,25.47,476
27/03/2025,16,    ,CASH,1025.92,4.58,1031
28/03/2025,1,    ,CASH,209.54,4.96,215
28/03/2025,2,    ,CASH,161.79,3.21,165
28/03/2025,3,    ,CASH,100.79,7.21,108
28/03/2025,4,    ,CASH,147,0,147
28/03/2025,5,    ,CASH,95,0,95
28/03/2025,6,    ,CASH,112,0,112
28/03/2025,7,    ,SPLIT,112,0,112
28/03/2025,8,    ,CASH,769.19,5.81,775
28/03/2025,9,    ,CASH,1238.07,41.93,1280
28/03/2025,10,    ,CASH,595.5,0,596
28/03/2025,11,    ,CASH,36.95,3.05,40
28/03/2025,12,    ,CASH,115,0,115
29/03/2025,1,    ,CASH,191.68,3.82,196
29/03/2025,2,    ,CASH,220.57,6.43,227
29/03/2025,3,    ,CASH,218.52,4.48,223
29/03/2025,4,    ,CASH,129.94,3.06,133
29/03/2025,5,    ,CASH,76.47,3.53,80
29/03/2025,6,    ,CARD,49,0,49
29/03/2025,7,    ,CASH,60,0,60
29/03/2025,8,    ,CASH,177.52,0.48,178
29/03/2025,9,    ,CASH,437.42,4.58,442
29/03/2025,10,    ,CASH,197,0,197
