date,transaction_id,bill_no,sales_type,gross_amt,gst_amt,total_amt
2024-04-16,1729,1,CASH,79.47,3.53,83
2024-04-16,1730,2,CASH,124.0,0.0,124
2024-04-16,1731,3,CASH,93.58,0.92,95
2024-04-16,1732,4,CASH,111.25,0.0,111
2024-04-16,1733,5,CASH,1086.99,12.01,1099
2024-04-16,1734,6,CASH,351.74,15.26,367
2024-04-16,1735,7,CASH,88.0,0.0,88
2024-04-16,1736,8,CASH,61.74,2.26,64
2024-04-16,1737,9,CASH,171.0,0.0,171
2024-04-16,1738,10,CASH,20.0,0.0,20
2024-04-17,1739,1,CASH,142.37,7.63,150
2024-04-17,1740,2,CASH,39.5,0.0,40
2024-04-17,1741,3,CASH,70.0,0.0,70
2024-04-17,1742,4,CASH,138.0,0.0,138
2024-04-17,1743,5,CASH,50.0,0.0,50
2024-04-17,1744,6,CASH,303.51,14.49,318
2024-04-17,1745,7,CASH,85.71,4.29,90
2024-04-17,1746,8,CASH,123.0,0.0,123
2024-04-17,1747,9,CASH,96.94,3.06,100
2024-04-17,1748,10,CASH,1361.57,44.43,1406
2024-04-17,1749,11,CARD,111.21,19.79,131
2024-04-17,1750,12,CASH,28.93,1.07,30
2024-04-17,1751,13,CASH,230.84,9.16,240
2024-04-17,1752,14,CASH,75.0,3.0,78
2024-04-17,1753,15,CASH,41.25,8.75,50
2024-04-17,1754,16,CASH,225.98,5.02,231
2024-04-18,1755,1,CASH,194.95,3.05,198
2024-04-18,1756,2,CASH,66.0,0.0,66
2024-04-18,1757,3,CASH,179.0,0.0,179
2024-04-18,1758,4,CASH,127.0,0.0,127
2024-04-18,1759,5,CASH,158.52,0.48,159
2024-04-18,1760,6,CARD,155.5,0.0,156
2024-04-18,1761,7,CASH,100.0,0.0,100
2024-04-18,1762,8,CASH,970.29,35.71,1006
2024-04-18,1763,9,CASH,364.77,28.23,393
2024-04-18,1764,10,CASH,20.0,0.0,20
2024-04-18,1765,11,CASH,50.0,0.0,50
2024-04-18,1766,12,CASH,118.84,9.16,128
2024-04-18,1767,13,CASH,70.0,0.0,70
2024-04-18,1768,14,CASH,16.95,3.05,20
2024-04-18,1769,15,CASH,25.0,0.0,25
2024-04-18,1770,16,CASH,21.0,0.0,21
2024-04-19,1771,1,SPLIT,164.52,2.48,167
2024-04-19,1772,2,CASH,74.81,5.19,80
2024-04-19,1773,3,CASH,78.81,1.19,80
2024-04-19,1774,4,CASH,125.95,3.05,129
2024-04-19,1775,5,CARD,131.0,0.0,131
2024-04-19,1776,6,CASH,20.0,0.0,20
2024-04-19,1777,7,CASH,115.0,0.0,115
2024-04-19,1778,8,CASH,133.95,3.05,137
2024-04-19,1779,9,CASH,94.0,0.0,94
2024-04-19,1780,10,CARD,125.0,0.0,125
2024-04-19,1781,11,CASH,857.05,13.95,871
2024-04-19,1782,12,CASH,224.94,15.06,240
2024-04-19,1783,13,CASH,50.0,0.0,50
2024-04-20,1784,1,CASH,189.0,0.0,189
2024-04-20,1785,2,CASH,126.0,0.0,126
2024-04-20,1786,3,CASH,36.19,3.81,40
2024-04-20,1787,4,CASH,141.52,0.48,142
2024-04-20,1788,5,CASH,100.0,0.0,100
2024-04-20,1789,6,CARD,126.7,18.3,145
2024-04-20,1790,7,CASH,107.05,0.95,108
2024-04-20,1791,8,CASH,251.47,2.53,254
2024-04-20,1792,9,CARD,151.51,14.49,166
2024-04-20,1793,10,CASH,737.06,30.44,768
2024-04-20,1794,11,CASH,104.0,0.0,104
2024-04-20,1795,12,CASH,66.94,3.06,70
2024-04-21,1796,1,CASH,255.0,0.0,255
2024-04-21,1797,2,CASH,191.05,5.95,197
2024-04-21,1798,3,CASH,60.0,0.0,60
2024-04-21,1799,4,CASH,125.0,0.0,125
2024-04-21,1800,5,CASH,129.0,0.0,129
2024-04-21,1801,6,CASH,113.75,15.25,129
2024-04-21,1802,7,CARD,207.85,9.15,217
2024-04-21,1803,8,CARD,144.0,0.0,144
2024-04-21,1804,9,CASH,77.32,5.68,83
2024-04-21,1805,10,CASH,278.64,21.36,300
2024-04-21,1806,11,CASH,66.0,0.0,66
2024-04-21,1807,12,CASH,88.47,1.53,90
2024-04-21,1808,13,CARD,335.11,22.89,358
2024-04-21,1809,14,CASH,168.0,0.0,168
2024-04-21,1810,15,CARD,45.71,4.29,50
2024-04-21,1811,16,CASH,113.0,0.0,113
2024-04-21,1812,17,CASH,996.49,34.01,1031
2024-04-21,1813,18,CASH,688.02,29.98,718
2024-04-21,1814,19,CASH,109.0,0.0,109
2024-04-21,1815,20,CASH,162.95,3.05,166
2024-04-21,1816,21,CASH,262.29,17.71,280
2024-04-21,1817,22,CASH,179.32,10.68,190
2024-04-21,1818,23,CASH,18.95,3.05,22
2024-04-22,1819,1,CASH,225.0,0.0,225
2024-04-22,1820,2,CASH,55.47,1.53,57
2024-04-22,1821,3,CASH,175.0,0.0,175
2024-04-22,1822,4,CASH,149.0,0.0,149
2024-04-22,1823,5,CASH,70.0,0.0,70
2024-04-22,1824,6,CARD,254.47,7.53,262
2024-04-22,1825,7,CASH,95.0,0.0,95
2024-04-22,1826,8,CASH,105.44,6.56,112
2024-04-22,1827,9,CASH,215.6,24.4,240
2024-04-22,1828,10,CASH,486.76,7.24,494
2024-04-22,1829,11,CASH,304.95,17.55,323
2024-04-22,1830,12,CASH,388.47,10.53,399
2024-04-22,1831,13,CASH,66.71,2.29,69
2024-04-22,1832,14,CASH,1427.75,27.75,1456
2024-04-22,1833,15,CASH,120.85,9.15,130
2024-04-22,1834,16,CARD,58.47,1.53,60
2024-04-22,1835,17,CASH,38.14,6.86,45
2024-04-23,1836,1,SPLIT,317.38,5.62,323
2024-04-23,1837,2,CASH,169.0,0.0,169
2024-04-23,1838,3,CASH,103.33,1.67,105
2024-04-23,1839,4,CARD,146.95,3.05,150
2024-04-23,1840,5,CASH,99.71,6.29,106
2024-04-23,1841,6,CASH,82.0,0.0,82
2024-04-23,1842,7,CASH,147.03,12.97,160
2024-04-23,1843,8,CARD,98.0,0.0,98
2024-04-23,1844,9,CASH,78.24,2.76,81
2024-04-23,1845,10,CASH,419.68,7.82,428
2024-04-23,1846,11,CASH,728.18,12.32,741
2024-04-23,1847,12,CASH,70.0,0.0,70
2024-04-23,1848,13,CASH,354.62,10.38,365
2024-04-23,1849,14,CASH,84.08,0.92,85
2024-04-23,1850,15,CASH,1066.74,41.26,1108
2024-04-23,1851,16,CASH,301.72,4.28,306
2024-04-23,1852,17,CASH,46.94,3.06,50
2024-04-24,1853,1,CASH,208.0,0.0,208
2024-04-24,1854,2,CASH,97.05,0.95,98
2024-04-24,1855,3,CASH,99.05,3.95,103
2024-04-24,1856,4,CARD,221.66,5.34,227
2024-04-24,1857,5,CASH,101.7,18.3,120
2024-04-24,1858,6,CASH,426.1,28.9,455
2024-04-24,1859,7,CASH,1301.78,48.22,1350
2024-04-24,1860,8,CASH,569.33,16.17,586
2024-04-24,1861,9,CASH,293.0,0.0,293
2024-04-24,1862,10,CASH,17.86,2.14,20
2024-04-25,1863,1,CASH,411.55,19.45,431
2024-04-25,1864,2,CASH,189.0,0.0,189
2024-04-25,1865,3,CASH,125.0,0.0,125
2024-04-25,1866,4,CASH,92.63,14.87,108
2024-04-25,1867,5,CASH,265.0,0.0,265
2024-04-25,1868,6,CARD,220.0,0.0,220
2024-04-25,1869,7,CASH,132.71,2.29,135
2024-04-25,1870,8,CASH,523.33,3.67,527
2024-04-25,1871,9,CASH,210.16,3.84,214
2024-04-25,1872,10,CASH,825.12,22.88,848
2024-04-25,1873,11,CASH,78.47,1.53,80
2024-04-25,1874,12,CASH,10.0,0.0,10
2024-04-26,1875,1,CASH,204.9,15.1,220
2024-04-26,1876,2,CASH,100.0,0.0,100
2024-04-26,1877,3,CASH,90.0,0.0,90
2024-04-26,1878,4,CASH,27.69,0.31,28
2024-04-26,1879,5,CASH,100.0,0.0,100
2024-04-26,1880,6,CASH,372.36,39.64,412
2024-04-26,1881,7,CASH,548.62,4.38,553
2024-04-26,1882,8,CASH,1103.88,51.12,1155
2024-04-26,1883,9,CASH,83.0,0.0,83
2024-04-27,1884,1,CASH,128.47,1.53,130
2024-04-27,1885,2,CASH,109.0,0.0,109
2024-04-27,1886,3,CASH,84.71,5.29,90
2024-04-27,1887,4,CASH,147.0,0.0,147
2024-04-27,1888,5,CARD,169.66,5.34,175
2024-04-27,1889,6,CASH,50.42,9.08,60
2024-04-27,1890,7,CASH,72.05,0.95,73
2024-04-27,1891,8,CASH,575.21,4.29,580
2024-04-27,1892,9,CASH,651.66,18.34,670
2024-04-27,1893,10,CASH,192.45,8.55,201
2024-04-27,1894,11,CASH,160.0,0.0,160
2024-04-27,1895,12,CASH,46.0,0.0,46
2024-04-27,1896,13,CASH,40.0,0.0,40
2024-04-27,1897,14,CASH,150.71,4.29,155
2024-04-27,1898,15,CASH,90.0,0.0,90
2024-04-27,1899,16,CASH,54.47,1.53,56
2024-04-28,1900,1,CASH,123.0,0.0,123
2024-04-28,1901,2,CASH,138.0,0.0,138
2024-04-28,1902,3,CASH,242.55,5.95,249
2024-04-28,1903,4,CASH,100.41,5.34,106
2024-04-28,1904,5,CASH,90.0,0.0,90
2024-04-28,1905,6,CASH,83.47,1.53,85
2024-04-28,1906,7,CASH,110.0,0.0,110
2024-04-28,1907,8,CASH,122.0,0.0,122
2024-04-28,1908,9,CASH,988.42,27.08,1016
2024-04-28,1909,10,CASH,958.32,48.68,1007
2024-04-28,1910,11,CASH,97.0,0.0,97
2024-04-28,1911,12,CARD,293.5,0.0,294
2024-04-28,1912,13,CASH,356.11,9.39,366
2024-04-28,1913,14,CASH,99.27,5.73,105
2024-04-28,1914,15,CASH,108.0,0.0,108
2024-04-28,1915,16,CASH,31.0,0.0,31
2024-04-28,1916,17,CASH,26.95,3.05,30
2024-04-28,1917,18,CASH,50.95,3.05,54
2024-04-28,1918,19,CASH,35.0,0.0,35
2024-04-29,1919,1,CASH,106.0,0.0,106
2024-04-29,1920,2,CASH,240.0,0.0,240
2024-04-29,1921,3,CASH,223.37,4.42,228
2024-04-29,1922,4,CASH,146.19,3.81,150
2024-04-29,1923,5,CARD,118.08,9.92,128
2024-04-29,1924,6,CASH,75.24,0.76,76
2024-04-29,1925,7,CASH,75.0,0.0,75
2024-04-29,1926,8,CASH,113.9,6.1,120
2024-04-29,1927,9,CARD,150.0,0.0,150
2024-04-29,1928,10,CASH,178.97,1.53,181
2024-04-29,1929,11,CARD,208.5,0.0,209
2024-04-29,1930,12,CASH,70.0,0.0,70
2024-04-29,1931,13,CASH,244.95,3.05,248
2024-04-29,1932,14,CARD,223.46,17.54,241
2024-04-29,1933,15,CASH,953.97,36.53,991
2024-04-29,1934,16,CASH,94.39,5.11,100
2024-04-29,1935,17,CASH,100.0,0.0,100
2024-04-29,1936,18,CASH,20.0,0.0,20
2024-04-29,1937,19,SPLIT,148.18,10.82,159
2024-04-29,1938,20,CASH,48.9,6.1,55
2024-04-29,1939,21,CARD,43.0,0.0,43
2024-04-30,1940,1,CASH,163.0,0.0,163
2024-04-30,1941,2,CASH,166.95,30.05,197
2024-04-30,1942,3,CASH,293.56,27.44,321
2024-04-30,1943,4,CASH,126.42,4.58,131
2024-04-30,1944,5,CARD,113.14,6.86,120
2024-04-30,1945,6,CASH,110.0,0.0,110
2024-04-30,1946,7,CASH,76.27,13.73,90
2024-04-30,1947,8,SPLIT,72.86,2.14,75
2024-04-30,1948,9,CASH,77.47,1.53,79
2024-04-30,1949,10,CASH,1214.58,28.92,1244
2024-04-30,1950,11,CASH,885.15,31.85,917
2024-04-30,1951,12,CASH,87.93,1.07,89
2024-04-30,1952,13,CASH,61.25,8.75,70
2024-05-01,1953,1,SPLIT,171.55,0.95,173
2024-05-01,1954,2,CASH,46.0,0.0,46
2024-05-01,1955,3,CASH,47.5,0.0,48
2024-05-01,1956,4,CARD,154.05,5.95,160
2024-05-01,1957,5,CASH,97.95,3.05,101
2024-05-01,1958,6,CASH,70.0,0.0,70
2024-05-01,1959,7,CASH,46.0,0.0,46
2024-05-01,1960,8,CASH,89.95,3.05,93
2024-05-01,1961,9,CASH,1068.98,21.52,1091
2024-05-01,1962,10,CASH,296.79,12.71,310
2024-05-01,1963,11,CASH,78.0,0.0,78
2024-05-01,1964,12,CASH,285.67,4.58,290
2024-05-01,1965,13,CASH,227.55,23.45,251
2024-05-01,1966,14,CASH,40.0,0.0,40
2024-05-01,1967,15,CASH,96.95,3.05,100
2024-05-02,1968,1,CASH,143.03,12.97,156
2024-05-02,1969,2,CASH,196.0,0.0,196
2024-05-02,1970,3,CASH,76.5,0.0,77
2024-05-02,1971,4,CASH,208.0,0.0,208
2024-05-02,1972,5,CASH,48.0,0.0,48
2024-05-02,1973,6,CASH,204.61,6.43,211
2024-05-02,1974,7,CASH,401.25,15.25,417
2024-05-02,1975,8,CARD,85.67,1.33,87
2024-05-02,1976,9,CASH,435.15,6.35,442
2024-05-02,1977,10,CASH,17.0,0.0,17
2024-05-02,1978,11,CASH,293.0,0.0,293
2024-05-02,1979,12,CASH,275.27,13.73,289
2024-05-02,1980,13,CASH,80.0,0.0,80
2024-05-03,1981,1,CASH,194.5,0.0,195
2024-05-03,1982,2,CASH,119.05,5.95,125
2024-05-03,1983,3,CASH,183.31,13.19,197
2024-05-03,1984,4,CASH,45.0,0.0,45
2024-05-03,1985,5,CASH,95.0,0.0,95
2024-05-03,1986,6,CASH,165.0,0.0,165
2024-05-03,1987,7,CASH,83.0,0.0,83
2024-05-03,1988,8,CASH,1099.26,27.74,1127
2024-05-03,1989,9,CASH,917.73,32.27,950
2024-05-03,1990,10,CASH,33.9,6.1,40
2024-05-03,1991,11,CASH,130.62,4.38,135
2024-05-03,1992,12,CASH,31.19,3.81,35
2024-05-04,1993,1,SPLIT,191.95,3.05,195
2024-05-04,1994,2,CASH,139.0,0.0,139
2024-05-04,1995,3,CASH,96.0,0.0,96
2024-05-04,1996,4,CASH,151.64,12.36,164
2024-05-04,1997,5,CASH,168.0,0.0,168
2024-05-04,1998,6,CASH,53.0,0.0,53
2024-05-04,1999,7,CASH,146.0,0.0,146
2024-05-04,2000,8,CASH,109.44,3.06,113
2024-05-04,2001,9,CASH,285.84,9.16,295
2024-05-04,2002,10,CASH,525.85,9.15,535
2024-05-04,2003,11,CASH,314.34,39.66,354
2024-05-04,2004,12,CARD,25.0,0.0,25
2024-05-05,2005,1,SPLIT,236.0,0.0,236
2024-05-05,2006,2,CASH,138.05,0.95,139
2024-05-05,2007,3,SPLIT,135.0,0.0,135
2024-05-05,2008,4,CASH,261.1,38.9,300
2024-05-05,2009,5,CASH,121.95,3.05,125
2024-05-05,2010,6,CASH,177.0,0.0,177
2024-05-05,2011,7,CARD,168.74,15.26,184
2024-05-05,2012,8,CASH,42.37,7.63,50
2024-05-05,2013,9,CASH,122.4,2.6,125
2024-05-05,2014,10,CARD,429.43,1.07,431
2024-05-05,2015,11,CASH,379.28,14.72,394
2024-05-05,2016,12,CASH,443.95,3.05,447
2024-05-05,2017,13,CASH,783.82,46.18,830
2024-05-05,2018,14,CASH,367.97,15.03,383
2024-05-05,2019,15,CASH,72.62,4.38,77
2024-05-05,2020,16,CASH,75.0,0.0,75
2024-05-05,2021,17,CASH,45.93,1.07,47
2024-05-05,2022,18,CASH,337.05,5.95,343
2024-05-07,2023,1,CASH,135.0,0.0,135
2024-05-07,2024,2,CASH,122.0,10.5,133
2024-05-07,2025,3,CASH,82.9,2.1,85
2024-05-07,2026,4,CASH,79.0,0.0,79
2024-05-07,2027,5,CASH,30.0,0.0,30
2024-05-07,2028,6,CASH,445.29,37.46,483
2024-05-07,2029,7,CASH,53.0,0.0,53
2024-05-07,2030,8,CASH,1242.76,39.24,1282
2024-05-07,2031,9,CASH,309.0,0.0,309
2024-05-07,2032,10,CASH,253.38,6.12,260
2024-05-07,2033,11,CASH,50.0,0.0,50
2024-05-07,2034,12,CASH,44.0,0.0,44
2024-05-08,2035,1,CASH,98.93,1.07,100
2024-05-08,2036,2,CASH,47.53,2.97,51
2024-05-08,2037,3,CARD,98.56,11.44,110
2024-05-08,2038,4,CASH,102.0,0.0,102
2024-05-08,2039,5,CASH,70.0,0.0,70
2024-05-08,2040,6,CARD,164.64,21.36,186
2024-05-08,2041,7,CASH,61.47,1.53,63
2024-05-08,2042,8,CASH,57.0,0.0,57
2024-05-08,2043,9,CASH,92.47,1.53,94
2024-05-08,2044,10,CASH,142.36,7.14,150
2024-05-08,2045,11,CASH,262.86,11.14,274
2024-05-08,2046,12,CASH,1218.52,44.73,1263
2024-05-08,2047,13,CASH,30.0,0.0,30
2024-05-08,2048,14,CASH,208.69,18.31,227
2024-05-09,2049,1,CASH,96.0,0.0,96
2024-05-09,2050,2,CASH,144.0,0.0,144
2024-05-09,2051,3,CARD,158.9,15.1,174
2024-05-09,2052,4,CARD,180.42,4.58,185
2024-05-09,2053,5,CASH,99.5,0.0,100
2024-05-09,2054,6,CASH,1196.9,15.6,1213
2024-05-09,2055,7,CASH,99.25,8.75,108
2024-05-09,2056,8,CASH,236.5,0.0,237
2024-05-09,2057,9,CASH,330.0,0.0,330
2024-05-09,2058,10,SPLIT,120.85,9.15,130
2024-05-10,2059,1,CARD,85.0,0.0,85
2024-05-10,2060,2,CASH,105.0,0.0,105
2024-05-10,2061,3,CASH,112.29,0.71,113
2024-05-10,2062,4,CASH,118.93,3.07,122
2024-05-10,2063,5,CASH,73.81,1.19,75
2024-05-10,2064,6,CASH,132.49,2.01,135
2024-05-10,2065,7,CASH,190.0,0.0,190
2024-05-10,2066,8,CASH,116.95,3.05,120
2024-05-10,2067,9,CASH,1454.84,9.16,1464
2024-05-10,2068,10,CASH,71.0,0.0,71
2024-05-10,2069,11,CASH,14.24,0.76,15
2024-05-10,2070,12,CASH,20.0,0.0,20
2024-05-11,2071,1,CARD,140.0,0.0,140
2024-05-11,2072,2,CASH,112.63,6.87,120
2024-05-11,2073,3,CASH,120.0,4.0,124
2024-05-11,2074,4,CASH,103.39,18.61,122
2024-05-11,2075,5,CASH,58.0,0.0,58
2024-05-11,2076,6,CASH,101.93,1.07,103
2024-05-11,2077,7,CASH,120.0,0.0,120
2024-05-11,2078,8,CASH,245.76,44.24,290
2024-05-11,2079,9,CASH,82.5,0.0,83
2024-05-11,2080,10,CASH,94.0,0.0,94
2024-05-11,2081,11,CASH,247.96,8.04,256
2024-05-11,2082,12,CASH,64.47,1.53,66
2024-05-11,2083,13,CASH,125.62,4.38,130
2024-05-11,2084,14,CASH,856.08,11.92,868
2024-05-11,2085,15,CASH,337.0,0.0,337
2024-05-11,2086,16,CASH,168.74,4.76,174
2024-05-12,2087,1,CASH,343.47,1.53,345
2024-05-12,2088,2,CASH,90.0,0.0,90
2024-05-12,2089,3,CASH,177.0,0.0,177
2024-05-12,2090,4,CASH,216.86,6.14,223
2024-05-12,2091,5,CASH,271.0,3.0,274
2024-05-12,2092,6,CARD,76.95,3.05,80
2024-05-12,2093,7,SPLIT,153.54,22.96,177
2024-05-12,2094,8,CARD,85.42,4.58,90
2024-05-12,2095,9,CASH,131.93,9.07,141
2024-05-12,2096,10,CASH,40.47,1.53,42
2024-05-12,2097,11,CASH,90.0,0.0,90
2024-05-12,2098,12,CASH,150.47,1.53,152
2024-05-12,2099,13,CASH,73.9,6.1,80
2024-05-12,2100,14,CASH,1021.19,14.31,1036
2024-05-12,2101,15,CASH,108.0,0.0,108
2024-05-12,2102,16,CASH,764.91,55.09,820
2024-05-12,2103,17,CASH,354.23,8.02,362
2024-05-13,2104,1,CASH,149.0,0.0,149
2024-05-13,2105,2,CASH,142.47,1.53,144
2024-05-13,2106,3,CASH,48.0,0.0,48
2024-05-13,2107,4,CASH,147.0,0.0,147
2024-05-13,2108,5,CASH,391.95,2.05,394
2024-05-13,2109,6,SPLIT,95.42,4.58,100
2024-05-13,2110,7,CARD,250.75,15.25,266
2024-05-13,2111,8,CASH,236.95,3.05,240
2024-05-13,2112,9,CASH,280.9,6.1,287
2024-05-13,2113,10,CASH,111.18,3.82,115
2024-05-13,2114,11,CASH,108.47,1.53,110
2024-05-13,2115,12,CASH,507.37,7.63,515
2024-05-13,2116,13,CASH,718.94,7.56,727
2024-05-13,2117,14,CASH,30.0,0.0,30
2024-05-13,2118,15,CASH,228.96,19.54,249
2024-05-13,2119,16,CASH,88.0,0.0,88
2024-05-13,2120,17,CASH,40.0,0.0,40
2024-05-14,2121,1,CASH,101.43,3.07,105
2024-05-14,2122,2,CASH,100.43,3.07,104
2024-05-14,2123,3,CASH,85.0,0.0,85
2024-05-14,2124,4,CASH,62.0,0.0,62
2024-05-14,2125,5,CASH,99.19,7.81,107
2024-05-14,2126,6,CASH,147.39,7.61,155
2024-05-14,2127,7,CASH,102.81,5.19,108
2024-05-14,2128,8,CASH,542.11,17.89,560
2024-05-14,2129,9,CASH,196.23,8.27,205
2024-05-14,2130,10,CASH,228.37,7.63,236
2024-05-14,2131,11,CASH,112.0,3.0,115
2024-05-15,2132,1,CASH,100.0,0.0,100
2024-05-15,2133,2,CASH,72.37,7.63,80
2024-05-15,2134,3,CASH,128.0,0.0,128
2024-05-15,2135,4,CASH,43.0,0.0,43
2024-05-15,2136,5,CASH,813.61,24.89,839
2024-05-15,2137,6,CARD,231.95,6.05,238
2024-05-15,2138,7,CASH,21.0,0.0,21
2024-05-15,2139,8,CARD,92.37,7.63,100
2024-05-15,2140,9,CASH,90.0,0.0,90
2024-05-15,2141,10,CASH,1131.42,22.08,1154
2024-05-15,2142,11,CASH,218.9,2.6,222
2024-05-15,2143,12,CASH,115.0,0.0,115
2024-05-15,2144,13,CASH,105.74,0.76,107
2024-05-15,2145,14,CASH,156.64,5.36,162
2024-05-15,2146,15,CARD,90.84,9.16,100
2024-05-15,2147,16,CASH,64.93,4.07,69
2024-05-16,2148,1,CASH,207.0,0.0,207
2024-05-16,2149,2,CASH,111.83,7.17,119
2024-05-16,2150,3,CASH,68.0,0.0,68
2024-05-16,2151,4,CASH,1038.72,17.28,1056
2024-05-16,2152,5,CASH,504.33,11.67,516
2024-05-16,2153,6,CASH,22.0,0.0,22
2024-05-16,2154,7,CASH,98.47,1.53,100
2024-05-16,2155,8,CASH,74.0,0.0,74
2024-05-17,2156,1,CASH,107.93,3.07,111
2024-05-17,2157,2,CASH,212.61,3.39,216
2024-05-17,2158,3,CASH,39.0,0.0,39
2024-05-17,2159,4,CASH,153.0,0.0,153
2024-05-17,2160,5,CASH,140.05,5.95,146
2024-05-17,2161,6,SPLIT,97.4,8.85,106
2024-05-17,2162,7,CARD,37.29,0.71,38
2024-05-17,2163,8,CASH,104.43,3.07,108
2024-05-17,2164,9,CARD,203.39,36.61,240
2024-05-17,2165,10,CASH,38.47,1.53,40
2024-05-17,2166,11,CASH,118.0,0.0,118
2024-05-17,2167,12,CARD,353.88,4.12,358
2024-05-17,2168,13,CASH,462.01,2.99,465
2024-05-17,2169,14,CASH,267.0,0.0,267
2024-05-17,2170,15,CASH,92.9,10.6,104
2024-05-17,2171,16,CASH,482.49,12.01,495
2024-05-17,2172,17,CASH,98.0,0.0,98
2024-05-17,2173,18,CASH,61.5,0.0,62
2024-05-18,2174,1,CASH,76.25,0.0,76
2024-05-18,2175,2,CARD,136.0,0.0,136
2024-05-18,2176,4,CASH,129.24,5.26,135
2024-05-18,2177,5,CARD,120.0,0.0,120
2024-05-18,2178,6,CASH,95.0,0.0,95
2024-05-18,2179,7,CASH,105.0,18.0,123
2024-05-18,2180,8,CASH,1130.25,0.0,1130
2024-05-18,2181,9,CASH,75.42,4.58,80
2024-05-19,2182,1,CASH,179.64,5.36,185
2024-05-19,2183,2,CASH,158.0,0.0,158
2024-05-19,2184,3,CASH,80.0,0.0,80
2024-05-19,2185,4,CASH,156.29,3.21,160
2024-05-19,2186,5,CASH,231.17,28.83,260
2024-05-19,2187,6,CASH,51.19,3.81,55
2024-05-19,2188,7,CASH,160.0,0.0,160
2024-05-19,2189,8,CASH,94.66,5.34,100
2024-05-19,2190,9,CASH,66.25,0.0,66
2024-05-19,2191,10,CARD,78.0,0.0,78
2024-05-19,2192,11,CASH,65.0,0.0,65
2024-05-19,2193,12,CASH,71.43,3.07,75
2024-05-19,2194,13,CASH,108.9,15.1,124
2024-05-19,2195,14,CASH,687.5,39.0,727
2024-05-19,2196,15,CASH,612.3,28.7,641
2024-05-19,2197,16,CASH,107.62,4.38,112
2024-05-19,2198,17,CASH,65.0,0.0,65
2024-05-19,2199,18,CASH,84.75,15.25,100
2024-05-19,2200,19,CARD,110.0,0.0,110
2024-05-19,2201,21,CASH,199.0,0.0,199
2024-05-21,2202,1,CASH,93.99,2.01,96
2024-05-21,2203,2,CARD,107.14,12.86,120
2024-05-21,2204,3,CASH,66.47,1.53,68
2024-05-21,2205,4,CASH,70.0,0.0,70
2024-05-21,2206,5,CASH,111.9,6.1,118
2024-05-21,2207,6,CARD,305.97,23.03,329
2024-05-21,2208,7,CASH,110.0,0.0,110
2024-05-21,2209,8,CASH,97.62,2.38,100
2024-05-21,2210,9,CASH,142.0,0.0,142
2024-05-21,2211,10,CASH,749.69,5.81,756
2024-05-21,2212,11,CASH,65.0,0.0,65
2024-05-21,2213,12,CASH,143.47,1.53,145
2024-05-21,2214,13,CASH,266.13,6.87,273
2024-05-21,2215,14,CASH,161.25,8.75,170
2024-05-22,2216,1,CASH,105.0,0.0,105
2024-05-22,2217,2,CASH,68.0,0.0,68
2024-05-22,2218,3,CASH,42.05,0.95,43
2024-05-22,2219,4,CASH,66.0,0.0,66
2024-05-22,2220,5,CARD,208.9,6.1,215
2024-05-22,2221,6,CARD,38.0,0.0,38
2024-05-22,2222,7,CASH,147.06,7.94,155
2024-05-22,2223,8,CASH,1043.83,37.17,1081
2024-05-22,2224,9,CASH,120.33,3.67,124
2024-05-22,2225,10,CASH,85.94,3.06,89
2024-05-22,2226,11,CASH,508.1,16.9,525
2024-05-22,2227,12,CASH,240.5,0.0,241
2024-05-22,2228,13,CASH,10.0,0.0,10
2024-05-23,2229,1,CASH,80.0,0.0,80
2024-05-23,2230,2,CARD,148.27,13.73,162
2024-05-23,2231,3,SPLIT,189.05,5.95,195
2024-05-23,2232,4,CASH,115.0,0.0,115
2024-05-23,2233,5,CASH,138.37,7.63,146
2024-05-23,2234,6,CASH,903.61,14.39,918
2024-05-23,2235,7,CARD,60.0,0.0,60
2024-05-23,2236,8,CASH,30.0,0.0,30
2024-05-23,2237,9,SPLIT,324.0,0.0,324
2024-05-23,2238,10,CASH,106.94,3.06,110
2024-05-24,2239,1,CASH,79.47,1.53,81
2024-05-24,2240,2,CASH,60.0,0.0,60
2024-05-24,2241,3,CASH,50.0,0.0,50
2024-05-24,2242,4,CASH,103.47,1.53,105
2024-05-24,2243,5,CASH,50.0,0.0,50
2024-05-24,2244,6,CASH,100.0,0.0,100
2024-05-24,2245,7,CASH,658.16,21.84,680
2024-05-24,2246,8,CARD,231.0,18.0,249
2024-05-24,2247,9,SPLIT,54.5,0.0,55
2024-05-24,2248,10,CARD,88.98,16.02,105
2024-05-24,2249,11,CASH,85.71,4.29,90
2024-05-25,2250,1,CARD,116.73,13.27,130
2024-05-25,2251,2,CASH,208.0,0.0,208
2024-05-25,2252,3,SPLIT,131.5,0.0,132
2024-05-25,2253,4,CASH,154.0,0.0,154
2024-05-25,2254,5,CASH,140.0,0.0,140
2024-05-25,2255,6,CASH,115.0,0.0,115
2024-05-25,2256,7,CASH,311.0,0.0,311
2024-05-25,2257,8,CASH,90.0,0.0,90
2024-05-25,2258,9,CASH,81.43,3.07,85
2024-05-25,2259,10,CASH,83.23,4.77,88
2024-05-25,2260,11,CARD,405.42,4.58,410
2024-05-25,2261,12,CASH,632.79,15.21,648
2024-05-25,2262,13,CASH,347.71,6.29,354
