date,transaction_id,bill_no,sales_type,gross_amt,gst_amt,total_amt
2024-01-01,1,1,CARD,172.81,5.19,178
2024-01-01,2,2,CASH,61.9,3.1,65
2024-01-01,3,3,CASH,70.0,0.0,70
2024-01-01,4,4,CASH,185.0,0.0,185
2024-01-01,5,5,CASH,76.27,13.73,90
2024-01-01,6,6,CARD,84.82,10.18,95
2024-01-01,7,7,CARD,68.95,3.05,72
2024-01-01,8,8,CARD,37.0,0.0,37
2024-01-01,9,9,CARD,68.47,1.53,70
2024-01-01,10,10,CASH,247.76,11.24,259
2024-01-01,11,11,CASH,153.0,0.0,153
2024-01-01,12,12,CASH,122.0,0.0,122
2024-01-01,13,13,CASH,22.71,2.29,25
2024-01-01,14,14,CARD,12.0,0.0,12
2024-01-01,15,15,CASH,1550.21,17.79,1568
2024-01-01,16,16,CASH,20.0,0.0,20
2024-01-01,17,17,CASH,25.0,0.0,25
2024-01-01,18,18,CASH,14.46,0.54,15
2024-01-01,19,19,CASH,52.0,0.0,52
2024-01-01,20,20,CASH,64.0,0.0,64
2024-01-01,21,21,CARD,50.0,0.0,50
2024-01-01,22,22,CARD,68.2,0.0,68
2024-01-01,23,23,CASH,95.16,10.64,106
2024-01-02,24,1,CASH,83.47,1.53,85
2024-01-02,25,2,SPLIT,128.0,0.0,128
2024-01-02,26,3,CASH,202.0,0.0,202
2024-01-02,27,4,CASH,120.0,0.0,120
2024-01-02,28,5,CARD,262.0,0.0,262
2024-01-02,29,6,CARD,103.63,5.87,110
2024-01-02,30,7,CASH,107.97,1.53,110
2024-01-02,31,8,CASH,186.37,7.63,194
2024-01-02,32,9,CASH,115.0,0.0,115
2024-01-02,33,10,CASH,310.0,0.0,310
2024-01-02,34,11,CASH,53.57,1.43,55
2024-01-02,35,12,CASH,761.37,9.63,771
2024-01-02,36,13,CASH,42.86,2.14,45
2024-01-02,37,14,CASH,55.0,0.0,55
2024-01-02,38,15,CASH,66.2,5.8,72
2024-01-02,39,16,CASH,41.0,0.0,41
2024-01-03,40,1,CASH,101.0,0.0,101
2024-01-03,41,2,CARD,61.0,0.0,61
2024-01-03,42,3,CASH,46.61,8.39,55
2024-01-03,43,4,CARD,55.0,0.0,55
2024-01-03,44,5,CASH,60.0,0.0,60
2024-01-03,45,6,SPLIT,96.0,0.0,96
2024-01-03,46,7,CASH,36.0,0.0,36
2024-01-03,47,8,CASH,55.0,0.0,55
2024-01-03,48,9,CASH,96.0,0.0,96
2024-01-03,49,10,CASH,108.0,0.0,108
2024-01-03,50,11,CASH,868.68,14.82,884
2024-01-03,51,12,CASH,70.0,0.0,70
2024-01-03,52,13,CASH,312.43,8.57,321
2024-01-03,53,14,CASH,88.84,4.66,94
2024-01-03,54,15,CASH,40.0,0.0,40
2024-01-04,55,1,CARD,169.49,30.51,200
2024-01-04,56,2,CASH,107.33,3.67,111
2024-01-04,57,3,CASH,40.25,0.0,40
2024-01-04,58,4,CARD,67.46,8.54,76
2024-01-04,59,5,CASH,56.93,1.07,58
2024-01-04,60,6,CASH,133.0,0.0,133
2024-01-04,61,7,CASH,206.0,0.0,206
2024-01-04,62,8,CASH,1109.89,11.61,1122
2024-01-04,63,9,CASH,207.0,0.0,207
2024-01-04,64,10,CASH,63.56,11.44,75
2024-01-04,65,11,CASH,166.0,0.0,166
2024-01-04,66,12,CASH,148.88,4.12,153
2024-01-04,67,13,CASH,140.93,3.07,144
2024-01-04,68,14,CASH,75.0,0.0,75
2024-01-05,69,1,CASH,119.0,0.0,119
2024-01-05,70,2,CASH,155.92,2.58,159
2024-01-05,71,3,CASH,156.27,13.73,170
2024-01-05,72,4,CASH,116.95,3.05,120
2024-01-05,73,5,CASH,20.0,0.0,20
2024-01-05,74,6,CASH,81.0,0.0,81
2024-01-05,75,7,CASH,108.0,0.0,108
2024-01-05,76,8,CASH,215.37,4.42,220
2024-01-05,77,9,CARD,125.0,0.0,125
2024-01-05,78,10,CASH,111.0,0.0,111
2024-01-05,79,11,CASH,38.0,0.0,38
2024-01-05,80,12,CASH,912.91,9.09,922
2024-01-05,81,13,CASH,62.0,0.0,62
2024-01-05,82,14,CASH,171.08,11.72,183
2024-01-05,83,15,CASH,10.0,0.0,10
2024-01-05,84,16,CASH,113.0,0.0,113
2024-01-05,85,17,CASH,10.0,0.0,10
2024-01-05,86,18,CASH,58.95,3.05,62
2024-01-05,87,19,CASH,48.47,1.53,50
2024-01-05,88,20,CARD,77.86,2.14,80
2024-01-05,89,21,CASH,180.93,4.07,185
2024-01-06,90,1,CARD,202.05,5.95,208
2024-01-06,91,2,CARD,124.0,0.0,124
2024-01-06,92,3,CASH,118.0,0.0,118
2024-01-06,93,4,CARD,115.85,9.15,125
2024-01-06,94,5,CASH,114.0,0.0,114
2024-01-06,95,6,CASH,93.29,6.71,100
2024-01-06,96,7,CASH,65.81,1.19,67
2024-01-06,97,8,CASH,79.05,3.95,83
2024-01-06,98,9,CASH,135.95,4.05,140
2024-01-06,99,10,CARD,194.0,0.0,194
2024-01-06,100,11,CASH,125.0,0.0,125
2024-01-06,101,12,CARD,167.5,0.0,168
2024-01-06,102,13,CASH,182.05,5.95,188
2024-01-06,103,14,CASH,1286.81,10.69,1298
2024-01-06,104,15,CASH,28.0,0.0,28
2024-01-06,105,16,CARD,31.19,3.81,35
2024-01-06,106,17,CASH,36.95,3.05,40
2024-01-06,107,18,CASH,16.95,3.05,20
2024-01-06,108,19,CASH,63.54,2.46,66
2024-01-06,109,20,CASH,31.25,8.75,40
2024-01-07,110,1,CASH,75.71,2.29,78
2024-01-07,111,2,CASH,270.61,8.39,279
2024-01-07,112,3,CARD,770.0,0.0,770
2024-01-07,113,4,CARD,99.0,0.0,99
2024-01-07,114,5,CARD,258.1,12.4,271
2024-01-07,115,6,CASH,45.0,0.0,45
2024-01-07,116,7,CASH,74.0,0.0,74
2024-01-07,117,8,CASH,80.0,0.0,80
2024-01-07,118,9,SPLIT,142.04,12.96,155
2024-01-07,119,10,CASH,78.45,3.05,82
2024-01-07,120,11,CASH,38.14,6.86,45
2024-01-07,121,12,CASH,50.0,0.0,50
2024-01-07,122,13,CASH,199.49,12.51,212
2024-01-07,123,14,CARD,66.0,0.0,66
2024-01-07,124,15,CARD,465.82,2.68,469
2024-01-07,125,16,CARD,89.39,1.61,91
2024-01-07,126,17,CASH,79.25,0.0,79
2024-01-07,127,18,CARD,80.0,0.0,80
2024-01-07,128,19,CASH,75.0,0.0,75
2024-01-07,129,20,CASH,175.0,0.0,175
2024-01-07,130,21,CASH,86.0,0.0,86
2024-01-07,131,22,CASH,1399.09,25.91,1425
2024-01-07,132,23,CASH,324.24,0.76,325
2024-01-07,133,24,CARD,131.0,0.0,131
2024-01-07,134,25,CASH,188.25,3.75,192
2024-01-07,135,26,CASH,62.0,0.0,62
2024-01-07,136,27,CASH,19.52,0.48,20
2024-01-07,137,28,CASH,50.0,0.0,50
2024-01-07,138,29,CASH,97.86,2.14,100
2024-01-07,139,30,CASH,35.0,0.0,35
2024-01-07,140,31,CASH,30.54,2.46,33
2024-01-07,141,32,CASH,60.0,0.0,60
2024-01-08,142,1,CASH,280.05,3.95,284
2024-01-08,143,2,CASH,66.47,1.53,68
2024-01-08,144,3,CASH,109.0,0.0,109
2024-01-08,145,4,CASH,43.0,0.0,43
2024-01-08,146,5,CASH,26.0,0.0,26
2024-01-08,147,6,CASH,47.38,1.12,49
2024-01-08,148,7,CASH,123.5,0.0,124
2024-01-08,149,8,CARD,71.0,0.0,71
2024-01-08,150,9,CASH,30.0,0.0,30
2024-01-08,151,10,CASH,119.71,2.29,122
2024-01-08,152,11,CASH,213.9,2.6,217
2024-01-08,153,12,SPLIT,220.84,9.16,230
2024-01-08,154,13,CASH,65.0,0.0,65
2024-01-08,155,14,CASH,960.46,7.04,968
2024-01-08,156,15,CASH,55.39,0.61,56
2024-01-08,157,16,CASH,10.0,0.0,10
2024-01-08,158,17,CASH,40.0,0.0,40
2024-01-08,159,18,CASH,10.0,0.0,10
2024-01-08,160,19,CASH,10.0,0.0,10
2024-01-08,161,20,CASH,20.0,0.0,20
2024-01-08,162,21,SPLIT,114.82,10.18,125
2024-01-08,163,22,CASH,61.33,1.67,63
2024-01-08,164,23,CASH,271.81,11.19,283
2024-01-08,165,24,CASH,50.85,9.15,60
2024-01-09,166,1,CASH,107.52,0.48,108
2024-01-09,167,2,CASH,112.45,17.55,130
2024-01-09,168,3,CASH,192.0,0.0,192
2024-01-09,169,4,CARD,58.9,6.1,65
2024-01-09,170,5,CASH,76.0,0.0,76
2024-01-09,171,6,CARD,95.42,4.58,100
2024-01-09,172,7,CARD,56.46,0.54,57
2024-01-09,173,8,CASH,47.57,2.43,50
2024-01-09,174,9,CASH,140.42,4.58,145
2024-01-09,175,10,CASH,1589.01,14.99,1604
2024-01-09,176,11,CASH,170.0,0.0,170
2024-01-09,177,12,CASH,107.0,0.0,107
2024-01-09,178,13,CASH,30.0,0.0,30
2024-01-09,179,14,CASH,40.0,0.0,40
2024-01-09,180,15,CASH,33.93,4.07,38
2024-01-09,181,16,CASH,215.97,13.03,229
2024-01-09,182,17,CASH,26.32,2.68,29
2024-01-09,183,18,CASH,45.0,0.0,45
2024-01-09,184,19,CASH,28.69,1.31,30
2024-01-10,185,1,CASH,269.95,3.05,273
2024-01-10,186,2,CASH,192.71,7.29,200
2024-01-10,187,3,CASH,115.52,2.48,118
2024-01-10,188,4,SPLIT,124.0,0.0,124
2024-01-10,189,5,CASH,172.59,6.41,179
2024-01-10,190,6,CASH,104.5,0.0,105
2024-01-10,191,7,CASH,551.75,11.75,564
2024-01-10,192,8,CASH,75.0,0.0,75
2024-01-10,193,9,CASH,25.08,0.92,26
2024-01-10,194,10,CASH,212.25,3.75,216
2024-01-10,195,11,CASH,442.77,8.23,451
2024-01-10,196,12,CASH,10.0,0.0,10
2024-01-10,197,13,CASH,173.0,0.0,173
2024-01-10,198,14,CASH,56.0,0.0,56
2024-01-10,199,15,CASH,35.0,3.0,38
2024-01-10,200,16,CASH,80.39,5.11,86
2024-01-10,201,17,CASH,222.38,14.62,237
2024-01-10,202,18,CASH,39.52,0.48,40
2024-01-10,203,19,CARD,97.5,0.0,98
2024-01-10,204,20,CASH,88.0,0.0,88
2024-01-10,205,21,CASH,28.0,0.0,28
2024-01-10,206,22,CASH,21.0,0.0,21
2024-01-10,207,23,CASH,130.9,5.1,136
2024-01-10,208,24,CASH,100.0,0.0,100
2024-01-10,209,25,CASH,45.0,0.0,45
2024-01-11,210,1,CASH,78.0,0.0,78
2024-01-11,211,2,CASH,125.95,3.05,129
2024-01-11,212,3,CASH,95.99,4.01,100
2024-01-11,213,4,CASH,33.0,0.0,33
2024-01-11,214,5,CASH,116.44,6.56,123
2024-01-11,215,6,CARD,260.0,0.0,260
2024-01-11,216,7,CASH,185.0,0.0,185
2024-01-11,217,8,CASH,78.0,0.0,78
2024-01-11,218,9,CASH,112.65,12.35,125
2024-01-11,219,10,CASH,79.46,0.54,80
2024-01-11,220,11,CASH,754.5,0.0,755
2024-01-11,221,12,CASH,885.0,0.0,885
2024-01-11,222,13,CASH,114.18,4.82,119
2024-01-11,223,14,CASH,56.0,0.0,56
2024-01-11,224,15,CASH,44.0,0.0,44
2024-01-11,225,16,CASH,42.37,7.63,50
2024-01-12,226,1,CASH,71.43,3.57,75
2024-01-12,227,2,CASH,117.9,2.1,120
2024-01-12,228,3,CARD,267.8,12.2,280
2024-01-12,229,4,CASH,54.0,0.0,54
2024-01-12,230,5,CASH,78.0,0.0,78
2024-01-12,231,6,CASH,461.33,14.67,476
2024-01-12,232,7,CASH,50.0,0.0,50
2024-01-12,233,8,CASH,283.32,2.68,286
2024-01-12,234,9,CASH,196.34,4.66,201
2024-01-12,235,10,CASH,1264.0,19.5,1284
2024-01-12,236,11,CASH,414.89,22.11,437
2024-01-12,237,12,CASH,90.0,0.0,90
2024-01-12,238,13,CASH,191.25,8.75,200
2024-01-13,239,1,CASH,81.0,0.0,81
2024-01-13,240,2,CARD,90.0,0.0,90
2024-01-13,241,3,CASH,1188.09,19.91,1208
2024-01-13,242,4,CASH,39.24,0.76,40
2024-01-13,243,5,CASH,405.0,0.0,405
2024-01-13,244,6,CARD,118.85,9.15,128
2024-01-13,245,7,CASH,77.0,0.0,77
2024-01-13,246,8,CASH,62.38,3.12,66
2024-01-13,247,9,CASH,91.0,0.0,91
2024-01-13,248,10,CASH,465.54,14.46,480
2024-01-13,249,11,CASH,229.4,2.6,232
2024-01-13,250,12,CASH,402.0,0.0,402
2024-01-13,251,13,CASH,454.47,1.53,456
2024-01-13,252,14,CASH,126.68,7.32,134
2024-01-13,253,15,CASH,162.42,4.58,167
2024-01-13,254,16,CASH,145.0,0.0,145
2024-01-13,255,17,CASH,136.75,5.75,143
2024-01-13,256,18,CASH,269.71,2.29,272
2024-01-13,257,19,CASH,30.0,0.0,30
2024-01-13,258,20,CASH,110.0,0.0,110
2024-01-13,259,21,CASH,90.0,0.0,90
2024-01-14,260,1,CASH,144.0,0.0,144
2024-01-14,261,2,CASH,205.0,0.0,205
2024-01-14,262,3,CARD,71.0,0.0,71
2024-01-14,263,4,CASH,110.95,3.05,114
2024-01-14,264,5,CASH,280.55,7.71,288
2024-01-14,265,6,CASH,50.0,6.0,56
2024-01-14,266,7,CARD,146.0,0.0,146
2024-01-14,267,8,CASH,82.38,3.62,86
2024-01-14,268,9,CASH,91.42,4.58,96
2024-01-14,269,10,CASH,168.0,0.0,168
2024-01-14,270,11,CASH,241.5,0.0,242
2024-01-14,271,12,CASH,16.95,3.05,20
2024-01-14,272,13,CASH,166.95,3.05,170
2024-01-14,273,14,CASH,40.0,0.0,40
2024-01-14,274,15,CARD,262.0,0.0,262
2024-01-14,275,16,CASH,55.0,0.0,55
2024-01-14,276,17,CASH,91.0,0.0,91
2024-01-14,277,18,CARD,50.0,0.0,50
2024-01-14,278,19,CARD,66.0,0.0,66
2024-01-14,279,20,CASH,278.61,9.39,288
2024-01-14,280,21,CASH,160.85,9.15,170
2024-01-14,281,22,CASH,593.85,4.15,598
2024-01-14,282,23,CASH,30.0,0.0,30
2024-01-14,283,24,CASH,30.0,0.0,30
2024-01-14,284,25,CASH,173.9,6.1,180
2024-01-14,285,26,CASH,30.0,0.0,30
2024-01-14,286,27,CASH,60.0,0.0,60
2024-01-14,287,28,CASH,366.0,12.0,378
2024-01-14,288,29,CASH,40.0,0.0,40
2024-01-14,289,30,CARD,380.3,8.7,389
2024-01-14,290,31,CASH,20.0,0.0,20
2024-01-15,291,1,CARD,194.0,0.0,194
2024-01-15,292,2,CASH,132.47,1.53,134
2024-01-15,293,4,CASH,93.32,10.68,104
2024-01-15,294,5,CASH,217.0,0.0,217
2024-01-15,295,6,CASH,30.0,0.0,30
2024-01-15,296,7,CASH,60.5,2.5,63
2024-01-15,297,8,CASH,913.64,16.86,931
2024-01-15,298,9,CASH,100.0,0.0,100
2024-01-15,299,10,CASH,20.0,0.0,20
2024-01-15,300,11,CASH,83.0,0.0,83
2024-01-15,301,12,CASH,156.0,0.0,156
2024-01-16,302,1,CASH,138.21,5.79,144
2024-01-16,303,2,CASH,78.14,6.86,85
2024-01-16,304,3,CASH,26.0,0.0,26
2024-01-16,305,4,CASH,65.0,0.0,65
2024-01-16,306,5,CASH,210.0,0.0,210
2024-01-16,307,6,CASH,112.0,0.0,112
2024-01-16,308,7,CASH,99.52,0.48,100
2024-01-16,309,9,CASH,36.18,3.82,40
2024-01-16,310,10,CASH,76.19,0.81,77
2024-01-16,311,11,CASH,104.47,3.53,108
2024-01-16,312,12,CARD,53.0,0.0,53
2024-01-16,313,13,CASH,618.59,17.91,637
2024-01-16,314,14,CASH,10.0,0.0,10
2024-01-16,315,15,CASH,25.42,4.58,30
2024-01-18,316,1,CASH,205.0,0.0,205
2024-01-18,317,2,CASH,58.0,0.0,58
2024-01-18,318,3,CASH,67.47,1.53,69
2024-01-18,319,4,CARD,124.0,0.0,124
2024-01-18,320,5,CARD,88.0,0.0,88
2024-01-18,321,6,CASH,68.0,0.0,68
2024-01-18,322,7,CASH,86.5,0.0,87
2024-01-18,323,8,CASH,56.0,4.0,60
2024-01-18,324,9,CASH,146.0,0.0,146
2024-01-18,325,10,CASH,43.39,5.11,49
2024-01-18,326,11,CASH,98.0,0.0,98
2024-01-18,327,12,CASH,70.0,0.0,70
2024-01-18,328,13,CASH,84.39,0.61,85
2024-01-18,329,14,CASH,113.83,2.67,117
2024-01-18,330,15,CASH,305.31,5.19,311
2024-01-18,331,16,CASH,35.0,0.0,35
2024-01-18,332,17,CASH,49.39,1.61,51
2024-01-18,333,18,CASH,97.0,3.0,100
2024-01-18,334,19,CASH,397.89,6.11,404
2024-01-18,335,20,CASH,88.0,3.0,91
2024-01-18,336,21,CASH,112.93,1.07,114
2024-01-18,337,22,CASH,74.66,5.34,80
2024-01-18,338,23,CASH,175.31,13.19,189
2024-01-18,339,24,CASH,300.28,2.22,303
2024-01-19,340,1,CASH,70.71,2.29,73
2024-01-19,341,2,CASH,87.0,0.0,87
2024-01-19,342,3,CASH,96.0,0.0,96
2024-01-19,343,4,CASH,331.0,0.0,331
2024-01-19,344,5,CASH,80.0,0.0,80
2024-01-19,345,6,CASH,39.81,0.69,41
2024-01-19,346,7,CARD,150.0,0.0,150
2024-01-19,347,8,CASH,153.37,4.42,158
2024-01-19,348,9,CASH,110.0,0.0,110
2024-01-19,349,10,CASH,60.0,0.0,60
2024-01-19,350,11,CASH,435.45,3.05,439
2024-01-19,351,12,CASH,101.0,0.0,101
2024-01-19,352,13,CASH,492.66,14.34,507
2024-01-19,353,14,CASH,113.41,3.59,117
2024-01-19,354,15,CASH,70.0,0.0,70
2024-01-20,355,1,CASH,68.0,0.0,68
2024-01-20,356,2,CASH,100.5,0.0,101
2024-01-20,357,3,CASH,191.57,1.43,193
2024-01-20,358,4,CASH,235.0,0.0,235
2024-01-20,359,5,CASH,499.06,13.94,513
2024-01-21,360,1,CASH,142.0,0.0,142
2024-01-21,361,2,CASH,119.05,5.95,125
2024-01-21,362,3,CASH,78.0,0.0,78
2024-01-21,363,4,CASH,40.0,0.0,40
2024-01-21,364,5,CASH,93.5,0.0,94
2024-01-21,365,6,CASH,79.46,0.54,80
2024-01-21,366,7,CASH,84.41,11.59,96
2024-01-21,367,8,CASH,112.83,7.17,120
2024-01-21,368,9,CASH,93.48,6.02,100
2024-01-21,369,10,CARD,73.56,11.44,85
2024-01-21,370,11,CASH,63.9,6.1,70
2024-01-21,371,12,CASH,114.17,5.83,120
2024-01-21,372,13,CASH,93.0,0.0,93
2024-01-21,373,14,CARD,203.19,3.81,207
2024-01-21,374,15,CASH,133.0,0.0,133
2024-01-21,375,16,CASH,60.0,0.0,60
2024-01-21,376,17,CASH,142.0,0.0,142
2024-01-21,377,18,CASH,86.34,3.66,90
2024-01-21,378,19,CARD,157.82,1.68,160
2024-01-21,379,20,CASH,807.95,13.05,821
2024-01-21,380,21,CASH,30.0,0.0,30
2024-01-21,381,22,CASH,100.84,9.16,110
2024-01-21,382,23,CASH,315.47,1.53,317
2024-01-21,383,24,CASH,30.0,0.0,30
2024-01-24,384,1,CASH,68.0,0.0,68
2024-01-24,385,2,CASH,493.36,2.14,496
2024-01-24,386,3,CASH,32.14,3.86,36
2024-01-24,387,4,CASH,22.0,0.0,22
2024-01-25,388,1,CASH,200.0,0.0,200
2024-01-25,389,2,CASH,298.21,10.59,309
2024-01-25,390,3,CASH,74.93,1.07,76
2024-01-25,391,4,CARD,410.0,0.0,410
2024-01-25,392,5,CASH,35.0,0.0,35
2024-01-25,393,6,CASH,528.19,15.81,544
2024-01-25,394,7,CASH,75.0,0.0,75
2024-01-25,395,8,CASH,218.0,0.0,218
2024-01-25,396,9,CASH,87.0,0.0,87
2024-01-25,397,10,CASH,23.81,1.19,25
2024-01-25,398,11,CASH,50.0,0.0,50
2024-01-25,399,12,CASH,907.76,14.74,923
2024-01-25,400,13,CARD,101.86,5.64,108
2024-01-25,401,14,CASH,400.66,9.34,410
2024-01-25,402,15,CASH,108.47,4.53,113
2024-01-25,403,16,CASH,30.0,0.0,30
2024-01-25,404,17,CASH,40.5,0.0,41
2024-01-26,405,1,CASH,142.5,7.5,150
2024-01-26,406,2,CASH,313.11,30.89,344
2024-01-26,407,3,CASH,276.47,28.53,305
2024-01-26,408,4,CARD,229.86,2.14,232
2024-01-26,409,5,CASH,102.95,3.05,106
2024-01-26,410,6,CASH,38.1,1.9,40
2024-01-26,411,7,CASH,281.0,0.0,281
2024-01-26,412,8,CASH,36.0,0.0,36
2024-01-26,413,9,CASH,61.0,0.0,61
2024-01-26,414,10,CASH,131.19,1.81,133
2024-01-26,415,11,CASH,168.52,7.48,176
2024-01-26,416,12,CASH,74.15,2.6,77
2024-01-26,417,13,CASH,285.77,3.73,290
2024-01-26,418,14,CASH,114.95,3.05,118
2024-01-26,419,15,CASH,257.47,1.53,259
2024-01-26,420,16,CASH,903.0,0.0,903
2024-01-26,421,17,CASH,86.0,0.0,86
2024-01-26,422,18,CASH,300.09,12.91,313
2024-01-26,423,19,CASH,69.0,0.0,69
2024-01-26,424,20,CASH,332.94,3.06,336
2024-01-26,425,21,CASH,138.0,0.0,138
2024-01-26,426,22,CASH,303.78,37.22,341
2024-01-26,427,23,CASH,18.71,2.29,21
2024-01-26,428,24,CASH,368.95,3.05,372
2024-01-26,429,25,CASH,80.0,0.0,80
2024-01-26,430,26,CASH,75.5,0.0,76
2024-01-26,431,27,CASH,49.0,0.0,49
2024-01-27,432,1,SPLIT,117.0,0.0,117
2024-01-27,433,2,CASH,86.95,3.05,90
2024-01-27,434,3,CASH,65.0,0.0,65
2024-01-27,435,4,CASH,246.93,1.07,248
2024-01-27,436,5,CASH,87.0,0.0,87
2024-01-27,437,6,CASH,243.0,0.0,243
2024-01-27,438,7,CARD,101.48,10.52,112
2024-01-27,439,8,CASH,30.0,0.0,30
2024-01-27,440,9,CASH,81.0,0.0,81
2024-01-27,441,10,CARD,83.38,1.12,85
2024-01-27,442,11,CASH,100.0,0.0,100
2024-01-27,443,12,CARD,193.5,0.0,194
2024-01-27,444,13,CASH,132.0,2.0,134
2024-01-27,445,14,CASH,137.53,11.97,150
2024-01-27,446,15,CASH,54.0,0.0,54
2024-01-27,447,16,CASH,86.0,0.0,86
2024-01-27,448,17,CASH,82.0,0.0,82
2024-01-27,449,18,CASH,628.6,9.4,638
2024-01-27,450,19,CASH,118.0,0.0,118
2024-01-27,451,20,CASH,852.79,21.21,874
2024-01-27,452,21,CASH,68.0,0.0,68
2024-01-27,453,22,CASH,21.0,0.0,21
2024-01-27,454,23,CASH,31.0,0.0,31
2024-01-27,455,24,CASH,30.03,2.97,33
2024-01-27,456,25,CASH,180.0,0.0,180
2024-01-27,457,26,CASH,126.48,3.52,130
2024-01-27,458,27,CASH,128.0,0.0,128
2024-01-27,459,28,CASH,10.0,0.0,10
2024-01-28,460,1,CASH,64.0,0.0,64
2024-01-28,461,2,CARD,140.0,0.0,140
2024-01-28,462,3,CASH,118.0,0.0,118
2024-01-28,463,4,CASH,50.0,0.0,50
2024-01-28,464,5,CARD,77.94,3.06,81
2024-01-28,465,6,CASH,128.93,1.07,130
2024-01-28,466,7,CASH,65.0,0.0,65
2024-01-28,467,8,CARD,121.95,3.05,125
2024-01-28,468,9,CASH,30.48,1.52,32
2024-01-28,469,10,CASH,65.0,0.0,65
2024-01-28,470,11,CASH,83.71,4.29,88
2024-01-28,471,12,CASH,88.0,3.0,91
2024-01-28,472,13,CASH,220.0,0.0,220
2024-01-28,473,14,CASH,78.11,2.89,81
2024-01-28,474,15,CASH,63.5,0.0,64
2024-01-28,475,16,CARD,102.0,0.0,102
2024-01-28,476,17,CARD,136.0,0.0,136
2024-01-28,477,18,CASH,148.0,0.0,148
2024-01-28,478,19,CASH,88.0,0.0,88
2024-01-28,479,20,CASH,35.0,0.0,35
2024-01-28,480,21,CARD,37.0,0.0,37
2024-01-28,481,22,CARD,80.0,0.0,80
2024-01-28,482,23,CASH,45.0,0.0,45
2024-01-28,483,24,CASH,112.32,1.68,114
2024-01-28,484,25,CASH,60.0,0.0,60
2024-01-28,485,26,CARD,74.24,0.76,75
2024-01-28,486,27,CASH,528.08,4.92,533
2024-01-28,487,28,CASH,109.75,15.25,125
2024-01-28,488,29,CASH,584.23,20.27,605
2024-01-28,489,30,CASH,103.0,0.0,103
2024-01-28,490,31,CASH,173.01,12.99,186
2024-01-28,491,32,CARD,78.95,3.05,82
2024-01-28,492,33,CASH,90.0,0.0,90
2024-01-28,493,34,CASH,319.12,15.88,335
2024-01-28,494,35,CASH,37.94,3.06,41
2024-01-28,495,36,CASH,126.0,3.0,129
2024-01-28,496,37,CARD,61.0,0.0,61
2024-01-28,497,38,CASH,41.25,8.75,50
2024-01-28,498,39,CASH,13.5,0.0,14
2024-01-29,499,1,CASH,244.1,9.9,254
2024-01-29,500,2,CASH,65.0,0.0,65
2024-01-29,501,3,CASH,123.42,4.58,128
2024-01-29,502,4,CARD,146.0,0.0,146
2024-01-29,503,5,CASH,96.0,0.0,96
2024-01-29,504,6,CASH,68.47,1.53,70
2024-01-29,505,7,CASH,280.32,10.68,291
2024-01-29,506,8,CASH,133.14,6.86,140
2024-01-29,507,9,CASH,65.47,1.53,67
2024-01-29,508,10,CASH,31.79,2.21,34
2024-01-29,509,11,CASH,118.0,0.0,118
2024-01-29,510,12,CASH,96.86,2.14,99
2024-01-29,511,13,CASH,90.52,0.48,91
2024-01-29,512,14,CARD,129.45,2.05,132
2024-01-29,513,15,CARD,56.0,0.0,56
2024-01-29,514,16,CASH,42.86,2.14,45
2024-01-29,515,17,CASH,50.0,0.0,50
2024-01-29,516,18,CASH,109.0,0.0,109
2024-01-29,517,19,CASH,358.76,8.24,367
2024-01-29,518,20,CASH,105.0,0.0,105
2024-01-29,519,21,CASH,289.71,2.29,292
2024-01-29,520,22,CASH,16.95,3.05,20
2024-01-29,521,23,CASH,130.0,0.0,130
2024-01-29,522,24,CASH,42.0,0.0,42
2024-01-29,523,25,CASH,103.47,1.53,105
2024-01-29,524,26,CASH,40.0,0.0,40
2024-01-29,525,27,CASH,51.42,4.58,56
2024-01-29,526,28,CARD,160.0,0.0,160
2024-01-29,527,29,CARD,80.0,0.0,80
2024-01-30,528,1,CASH,153.14,6.86,160
2024-01-30,529,2,CASH,72.2,5.8,78
2024-01-30,530,3,CARD,257.0,0.0,257
2024-01-30,531,4,CASH,121.36,10.14,132
2024-01-30,532,5,CASH,106.95,3.05,110
2024-01-30,533,6,CASH,117.0,0.0,117
2024-01-30,534,7,CARD,85.42,4.58,90
2024-01-30,535,8,CASH,102.0,0.0,102
2024-01-30,536,9,CASH,794.95,3.05,798
2024-01-30,537,10,CASH,339.47,1.53,341
2024-01-30,538,11,CASH,272.23,13.27,286
2024-01-30,539,12,CASH,104.22,14.03,118
2024-01-30,540,13,CASH,147.93,2.07,150
2024-01-30,541,14,CASH,380.05,28.45,409
2024-01-30,542,15,CARD,62.71,2.29,65
2024-01-30,543,16,CASH,53.46,0.54,54
2024-01-30,544,17,CASH,828.2,25.3,854
2024-01-30,545,18,CASH,25.0,0.0,25
2024-01-31,546,1,CASH,185.71,9.29,195
2024-01-31,547,2,CASH,89.0,0.0,89
2024-01-31,548,3,CARD,69.5,0.0,70
2024-01-31,549,4,CASH,108.93,1.07,110
2024-01-31,550,5,CARD,278.0,0.0,278
2024-01-31,551,6,CASH,78.39,5.11,84
2024-01-31,552,7,CARD,108.0,0.0,108
2024-01-31,553,8,CASH,120.0,0.0,120
2024-01-31,554,9,CASH,220.25,0.0,220
2024-01-31,555,10,CASH,729.19,3.81,733
2024-01-31,556,11,CASH,65.0,0.0,65
2024-01-31,557,12,CARD,30.0,0.0,30
